,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Intangible Assets,"10,041","9,686","9,510","8,628","7,769","8,662","7,752","7,623","6,598","5,989","5,824","6,958","6,926","6,580","6,546","6,885","7,034","7,047","7,214","6,878","6,694","5,825","5,260","5,518","4,067","3,858","3,775","4,180","5,345","5,399","6,253","6,376","8,187","8,663","9,345","9,197","9,946","11,858","12,418","64,381"
Other Long-Term Assets,"-676,334","-700,430","-712,798",0,"-655,184","-635,785","-606,416","-581,597","-586,925","-586,029","-586,596","-603,207","-634,379","-619,769","-631,184","-575,279","-593,556","-593,304","-591,163","-621,329","-750,434","-777,759","-834,549","-759,576","-938,076","-1,009,987","-960,332","-1,013,495","-1,068,327","-1,023,514","-1,043,125","-63,897","-67,241","-31,915","-413,953",0,0,0,0,0
Total Long-Term Assets,"64,473","64,665","64,421","739,425","63,544","63,640","63,150","62,702","62,445","62,482","62,397","62,281","62,366","62,333","62,335","68,551","68,915","68,667","68,877","69,283","78,328","77,967","78,195","79,154","77,749","77,970","78,266","80,537","81,514","81,286","83,562","1,068,590","1,135,512","1,102,193","706,251","1,102,674","1,220,049","1,278,713","1,214,890","94,538"
Total Assets,"2,476,986","2,520,336","2,527,005","2,573,126","2,577,148","2,449,599","2,417,121","2,351,698","2,423,808","2,466,096","2,521,029","2,490,972","2,546,290","2,563,174","2,563,074","2,533,600","2,609,785","2,590,050","2,615,183","2,622,532","2,737,188","2,727,379","2,764,661","2,687,379","3,139,431","3,213,115","3,246,076","3,386,071","3,689,336","3,684,256","3,757,576","3,743,567","3,954,687","3,841,314","3,773,884","3,665,743","3,744,305","3,868,240","3,898,333","3,875,393"
Accounts Payable,"202,499","203,885","211,055","206,954","202,157","191,749","187,986","177,638","176,934","184,635","190,412","190,543","183,200","189,160","196,764","189,383","192,295","196,984","209,707","196,710","216,173","216,465","225,063","210,407","253,874","230,916","234,256","232,599","285,066","297,082","268,604","262,755","320,671","313,326","300,016","300,141","275,077","286,934","292,070",0
Deferred Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"129,183",0,0,0,0,0,0,0,0
Current Debt,"92,776","98,517","91,852","66,344","55,655","42,238","19,656","15,562","17,490","17,279","12,258","11,738","14,908","22,207","24,248","51,802","62,667","63,918","64,635","69,276","71,305","59,890","48,893","40,920","51,909","48,014","41,992","45,208","54,978","51,938","50,393","53,594","57,586","58,422","47,866","44,027","42,241","41,022","45,470",0
Other Current Liabilities,"-234,450","-238,598","-242,947",0,"-202,157","-191,749","-187,986","-177,638","-176,934","-184,635","-190,412","-190,543","-183,200","-189,160","-196,764","-189,383","-192,295","-196,984","-209,707","-196,710","-216,173","-216,465","-225,063","-210,407","-253,874","-230,916","-234,256","-232,599","-285,066","-297,082","-268,604","-222,766",0,0,0,0,0,0,0,0
Total Current Liabilities,"60,825","63,804","59,960","273,298","55,655","42,238","19,656","15,562","17,490","17,279","12,258","11,738","14,908","22,207","24,248","51,802","62,667","63,918","64,635","69,276","71,305","59,890","48,893","40,920","51,909","48,014","41,992","45,208","54,978","51,938","50,393","222,766","378,257","371,748","347,882","344,168","317,318","327,956","337,540",0
Long-Term Debt,"365,983","357,790","353,026","388,757","394,080","397,150","404,453","383,863","398,420","416,766","429,023","405,378","404,747","415,537","407,390","369,966","374,037","380,441","379,581","385,035","408,797","395,029","387,025","367,067","418,453","424,738","384,010","381,243","410,336","427,748","424,523","415,582","437,519","426,103","420,648","422,700","440,642","496,342","528,287","414,845"
Other Long-Term Liabilities,"1,830,523","1,871,428","1,882,742",0,"1,891,549","1,769,006","1,747,284","1,704,700","1,757,741","1,779,628","1,825,417","1,819,666","1,870,772","1,866,947","1,873,054","1,856,139","1,916,880","1,888,233","1,912,011","1,911,706","1,997,249","2,009,245","2,064,395","2,018,062","2,407,807","2,475,897","2,548,961","2,680,266","2,943,308","2,918,184","2,992,619","-192,816","-59,262","-54,355","3,044,832","2,908,821","-123,324",0,0,0
Total Long-Term Liabilities,"2,196,506","2,229,218","2,235,768","388,757","2,285,629","2,166,156","2,151,737","2,088,563","2,156,161","2,196,394","2,254,440","2,225,044","2,275,519","2,282,484","2,280,444","2,226,105","2,290,917","2,268,674","2,291,592","2,296,741","2,406,046","2,404,274","2,451,420","2,385,129","2,826,260","2,900,635","2,932,971","3,061,509","3,353,644","3,345,932","3,417,142","222,766","378,257","371,748","3,465,480","3,331,521","317,318","496,342","528,287","414,845"
Total Liabilities,"2,257,331","2,293,022","2,295,728","2,341,061","2,341,284","2,208,394","2,171,393","2,104,125","2,173,651","2,213,673","2,266,698","2,236,782","2,290,427","2,304,691","2,304,692","2,277,907","2,353,584","2,332,592","2,356,227","2,366,017","2,477,351","2,464,492","2,500,313","2,426,049","2,878,169","2,948,649","2,974,963","3,106,717","3,408,622","3,397,870","3,467,535","3,449,440","3,668,788","3,555,171","3,485,866","3,373,411","3,441,223","3,555,724","3,580,962","414,845"
Total Debt,"458,759","456,307","444,878","455,101","449,735","439,388","424,109","399,425","415,910","434,045","441,281","417,116","419,655","437,744","431,638","421,768","436,704","444,359","444,216","454,311","480,102","454,919","435,918","407,987","470,362","472,752","426,002","426,451","465,314","479,686","474,916","469,176","495,105","484,525","468,514","466,727","482,883","537,364","573,757",0
Debt Growth,9.72%,4.31%,2.30%,4.82%,-1.97%,-3.71%,-4.67%,-12.23%,-7.52%,-1.22%,4.05%,4.43%,0.90%,0.85%,-2.19%,1.12%,4.06%,1.51%,2.91%,7.72%,9.94%,2.38%,-1.87%,-10.20%,-2.03%,3.92%,-2.27%,4.53%,-1.07%,1.47%,11.48%,10.02%,6.40%,1.01%,-1.35%,-0.52%,-2.47%,10.91%,22.46%,-
Common Stock,"4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105","4,105"
Retained Earnings,"119,318","123,497","127,234","130,315","134,048","138,294","143,050","146,420","149,730","153,749","157,870","162,440","166,663","171,488","175,827","177,676","183,855","189,881","195,180","199,202","205,437","212,093","217,888","223,211","220,226","221,732","228,014","236,990","248,151","256,983","265,276","272,268","277,177","282,445","288,776","296,456","306,208","317,359","327,044","332,901"
Comprehensive Income,"2,276","3,438","3,266","2,189","2,430","1,102",751,192,782,"1,618","1,474","-1,175",-923,-392,-309,-119,"-1,063","-1,138","-2,425","-1,507",-558,786,"1,800","1,569","7,418","8,789","8,940","7,986","1,041","2,570",963,-84,"-9,567","-14,369","-19,134","-17,341","-14,418","-14,290","-17,104",0
Shareholders' Equity,"219,655","227,314","231,277","232,065","235,864","241,205","245,728","247,573","250,157","252,423","254,331","254,190","255,863","258,483","258,382","255,693","256,201","257,458","258,956","256,515","259,837","262,887","264,348","261,330","261,262","264,466","271,113","279,354","280,714","286,386","290,041","294,127","285,899","286,143","288,018","292,332","303,082","312,516","317,371","327,878"
Total Liabilities and Equity,"2,476,986","2,520,336","2,527,005","2,573,126","2,577,148","2,449,599","2,417,121","2,351,698","2,423,808","2,466,096","2,521,029","2,490,972","2,546,290","2,563,174","2,563,074","2,533,600","2,609,785","2,590,050","2,615,183","2,622,532","2,737,188","2,727,379","2,764,661","2,687,379","3,139,431","3,213,115","3,246,076","3,386,071","3,689,336","3,684,256","3,757,576","3,743,567","3,954,687","3,841,314","3,773,884","3,665,743","3,744,305","3,868,240","3,898,333",0
Net Cash / Debt,"256,025","295,290","333,010","377,220","396,876","293,933","266,385","245,242","258,442","233,607","285,567","280,571","387,190","361,975","388,324","333,674","333,476","321,110","174,911","183,983","305,571","283,614","260,977","216,981","297,116","506,860","451,103","489,336","625,700","457,896","536,543","580,183","572,302","406,804","363,813","306,364","260,365","161,021","134,731","305,218"
Net Cash / Debt Growth,4.33%,27.93%,17.35%,63.61%,55.01%,-0.46%,-20.01%,-34.99%,-34.88%,-20.52%,7.20%,14.41%,49.82%,54.95%,35.98%,18.93%,-13.87%,-11.29%,-54.96%,-44.86%,-8.37%,-11.68%,49.21%,17.94%,-2.77%,78.71%,72.85%,125.52%,110.59%,-9.66%,18.94%,18.57%,-8.53%,-11.16%,-32.19%,-47.20%,-54.51%,-60.42%,-62.97%,-0.37%
Net Cash Per Share,66.96,77.45,87.90,100.19,105.62,78.52,71.50,66.20,69.15,63.03,77.82,77.81,106.65,100.58,109.09,95.00,95.84,93.49,51.53,54.96,92.37,87.01,81.37,68.92,95.83,164.51,146.33,158.61,203.22,150.53,178.54,194.57,191.98,137.14,122.69,103.25,87.59,54.61,45.95,90.85
Working Capital,"38,618","40,815","40,916","686,816","37,172","51,499","59,528","51,533","58,371","67,342","73,465","64,465","65,614","63,612","59,503","41,754","273,014","268,446","268,780","288,076","290,246","358,937","455,561","451,884","494,100","530,673","445,352","458,347","465,115","332,068","343,449","910,895","821,238","649,861","-26,948","624,992","600,520","546,207","565,770","305,218"
Book Value Per Share,57.46,59.60,60.89,61.96,62.73,64.31,65.84,66.49,66.93,68.31,69.14,70.43,70.66,71.52,72.62,73.04,73.71,74.82,76.24,76.90,78.41,80.65,82.32,82.86,84.39,85.57,87.81,90.55,91.20,94.17,96.60,98.64,95.85,96.37,97.10,98.66,101.91,105.95,108.33,97.55
