,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30
totalCurrentLiabilities,56377000000,53209000000,58933000000,62328000000,62641000000,61782000000,78606000000,69883000000,66597000000,72420000000,80641000000,76557000000,79575000000,78292000000,88170000000,88698000000,100935000000,89237000000,116482000000,112981000000
currentAccountsPayable,,,,,,,,,,,,,,,,,,,,
deferredRevenue,,2396000000,,2019000000,2500000000,2622000000,2509000000,2299000000,2391000000,2842000000,2612000000,2365000000,2556000000,2571000000,2675000000,2212000000,12847000000,3075000000,14487000000,14852000000
currentDebt,1500000000,1973000000,3919000000,7800000000,6387000000,3870000000,15828000000,6156000000,3899000000,4819000000,8838000000,3868000000,3620000000,3620000000,6697000000,5592000000,3229000000,3110000000,9931000000,6321000000
shortTermDebt,1500000000,1973000000,3919000000,7800000000,6387000000,3870000000,40509000000,6156000000,3899000000,4819000000,8838000000,3868000000,3620000000,3620000000,6697000000,5592000000,3229000000,3110000000,8200000000,4400000000
totalNonCurrentLiabilities,40345000000,43773000000,45759000000,43908000000,48419000000,48352000000,48857000000,54243000000,54421000000,55930000000,53948000000,60414000000,58838000000,59235000000,55421000000,60347000000,59208000000,71721000000,76575000000,75027000000
capitalLeaseObligations,,,,,,,,,,,,,,,,,,,,
longTermDebt,32053000000,38564000000,34419000000,34473000000,38507000000,48104000000,10000000000,39901000000,39895000000,56120000000,37420000000,44348000000,43345000000,46488000000,40796000000,45799000000,45438000000,58774000000,60657000000,59268000000
currentLongTermDebt,1480000000,1973000000,3919000000,7800000000,6387000000,3870000000,15828000000,6156000000,3899000000,4819000000,8838000000,3868000000,3620000000,3620000000,6697000000,5592000000,3229000000,3110000000,1731000000,1921000000
longTermDebtNoncurrent,32053000000,34581000000,34419000000,34473000000,38507000000,36808000000,35779000000,39901000000,39895000000,38648000000,37420000000,44348000000,43345000000,42383000000,40796000000,45799000000,45438000000,54513000000,60657000000,59268000000
shortLongTermDebtTotal,32199000000,35234000000,37151000000,41085000000,43690000000,39474000000,50509000000,44953000000,42662000000,42280000000,45108000000,48216000000,46965000000,44632000000,47493000000,51391000000,48667000000,56756000000,8200000000,4400000000
otherCurrentLiabilities,13648000000,12244000000,14445000000,14474000000,14245000000,14595000000,14652000000,16805000000,17967000000,20392000000,21361000000,22180000000,23189000000,22975000000,25064000000,26771000000,28563000000,26281000000,30399000000,30345000000
otherNonCurrentLiabilities,5858000000,5730000000,8554000000,9435000000,9912000000,10144000000,10048000000,11056000000,11186000000,12315000000,12926000000,12425000000,11844000000,11787000000,11671000000,11967000000,12111000000,12839000000,13084000000,13261000000
totalShareholderEquity,54365000000,56227000000,56505000000,58056000000,59747000000,62162000000,61604000000,68357000000,69951000000,70539000000,70582000000,73321000000,74632000000,76479000000,77647000000,81127000000,82921000000,86347000000,90622000000,92156000000
treasuryStock,,,,,,,,,,,,,,,,,,,,
retainedEarnings,54386000000,55846000000,55472000000,56367000000,58696000000,61178000000,62327000000,67776000000,69715000000,69295000000,71220000000,73090000000,75124000000,77134000000,78782000000,80540000000,83722000000,86156000000,88852000000,89994000000
commonStock,10000000,10000000,10000000,9000000,9000000,9000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,9000000,9000000,9000000
commonStockSharesOutstanding,962000000,960000000,953000000,948000000,947000000,948000000,947000000,950000000,949000000,946000000,944000000,943000000,942000000,941000000,939000000,935000000,935000000,934000000,932000000,927000000
startPeriod,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30
endPeriod,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30
stockHigh,271.16,287.94,272.49,253.49,268.69,300.0,306.71,315.84,324.57,367.95,380.5,425.98,431.36,509.23,521.2,553.29,553.13,558.1,525.63,530.45
stockLow,244.12,231.81,234.51,208.07,213.43,212.08,187.72,226.03,287.1,299.6,320.35,360.55,395.8,383.12,445.74,449.7,492.25,487.74,457.59,445.68
stockAverage,260.1,264.41,254.93,240.52,241.67,260.43,275.9,285.82,306.91,334.59,346.15,398.29,414.34,450.92,482.18,502.13,525.97,529.33,482.74,488.85
