,2014-02-27,2014-05-29,2014-08-28,2014-12-04,2015-03-05,2015-06-04,2015-09-03,2015-12-03,2016-03-03,2016-06-02,2016-09-01,2016-12-01,2017-03-02,2017-06-01,2017-08-31,2017-11-30,2018-03-01,2018-05-31,2018-08-30,2018-11-29,2019-02-28,2019-05-30,2019-08-29,2019-11-28,2020-02-27,2020-05-28,2020-09-03,2020-12-03,2021-03-04,2021-06-03,2021-09-02,2021-12-02,2022-03-03,2022-06-02,2022-09-01,2022-12-01,2023-03-02,2023-06-01,2023-08-31,2023-11-30
Total Current Liabilities,"5,305","4,760","4,791","4,419","4,120","4,566","3,905","4,025","4,411","4,500","4,835","5,546","5,207","5,143","5,334","5,583","6,135","5,883","5,754","5,189","7,361","5,397","6,390","6,317","5,822","6,185","6,635","5,688","5,433","5,462","6,424","6,512","6,918","7,009","7,539","6,525","5,255","5,104","4,765","5,962"
Long-Term Debt,"4,408","4,225","4,961","4,661","5,570","6,451","6,301","6,368","6,533","8,919","9,154","8,521","11,336","10,510","9,893","7,662","7,816","5,895","3,780","3,736","3,606","3,564","4,541","5,699","5,736","6,896","6,906","6,885","6,826","6,931","7,125","7,427","7,488","7,485","7,413","10,719","12,647","13,589","13,655","13,198"
Other Long-Term Liabilities,767,725,"1,034",916,836,716,649,678,597,548,623,570,649,570,618,535,732,544,578,832,991,"1,038","1,088","1,035",969,"1,006","1,141","1,211","1,213","1,291","1,367","1,399","1,445","1,521","1,424","1,324","1,361","1,582","1,714","1,731"
Total Long-Term Liabilities,"5,175","4,950","5,995","5,577","6,406","7,167","6,950","7,046","7,130","9,467","9,777","9,091","11,985","11,080","10,511","8,197","8,548","6,439","4,358","4,568","4,597","4,602","5,629","6,734","6,705","7,902","8,047","8,096","8,039","8,222","8,492","8,826","8,933","9,006","8,837","12,043","14,008","15,171","15,369","14,929"
Total Liabilities,"10,480","9,710","10,786","9,996","10,526","11,733","10,855","11,071","11,541","13,967","14,612","14,637","17,192","16,223","15,845","13,780","14,683","12,322","10,112","9,757","11,958","9,999","12,019","13,051","12,527","14,087","14,682","13,784","13,472","13,684","14,916","15,338","15,851","16,015","16,376","18,568","19,263","20,275","20,134","20,891"
Total Debt,"6,638","5,733","6,579","5,829","6,769","7,599","7,390","7,419","7,658","9,631","9,910","9,676","12,453","11,671","11,155","9,063","9,330","7,349","4,639","4,134","6,240","4,910","5,851","6,161","5,973","7,226","7,176","7,158","7,149","7,228","7,280","7,545","7,611","7,592","7,516","10,890","12,884","13,848","13,933","14,106"
Debt Growth,81.81%,58.20%,8.98%,0.45%,1.97%,32.55%,12.33%,27.28%,13.13%,26.74%,34.10%,30.42%,62.61%,21.18%,12.56%,-6.34%,-25.08%,-37.03%,-58.41%,-54.39%,-33.12%,-33.19%,26.13%,49.03%,-4.28%,47.17%,22.65%,16.18%,19.69%,0.03%,1.45%,5.41%,6.46%,5.04%,3.24%,44.33%,69.28%,82.40%,85.38%,29.53%
Common Stock,"8,389","8,317","7,975","7,930","7,817","7,344","6,701","6,603","6,663","6,755","6,816","6,858","8,047","8,266","8,332","9,564","9,407","8,557","7,889","6,105","5,197","5,114","5,111","5,276","5,430","5,429","5,541","5,659","5,859","5,760","4,880","4,732","4,576","3,729","3,193","2,906","3,204","3,354","3,608","3,789"
Retained Earnings,836,"1,579","2,729","3,713","4,627","5,117","5,588","5,788","5,685","5,470","5,299","5,469","6,247","7,893","10,260","12,938","16,247","20,070","24,395","27,769","29,364","30,201","30,761","31,218","31,602","32,402","33,384","34,138","34,723","36,452","39,051","41,267","43,407","45,916","47,274","46,873","44,426","42,391","40,824","39,356"
Comprehensive Income,59,44,56,35,-18,-3,13,-90,-84,-38,-35,-7,-7,12,29,24,43,22,10,-5,6,8,9,6,-9,-11,71,110,81,47,2,-91,-138,-364,-560,-473,-373,-340,-312,-260
Shareholders' Equity,"9,284","9,940","10,760","11,678","12,426","12,458","12,302","12,301","12,264","12,187","12,080","12,320","14,287","16,171","18,621","22,526","25,697","28,649","32,294","33,869","34,567","35,323","35,881","36,500","37,023","37,820","38,996","39,907","40,663","42,259","43,933","45,908","47,845","49,281","49,907","49,306","47,257","45,405","44,120","42,885"
Net Cash / Debt,"-2,134","-1,469","-2,045","-1,599","-2,290","-2,739","-3,869","-3,778","-3,623","-4,650","-5,512","-5,507","-8,555","-7,341","-5,727","-2,889","-1,288",-278,"2,163","1,429","1,293","1,779","2,104","1,427","1,508","1,432",966,-126,35,"1,121","1,353","2,035","2,511","2,635","1,815",-309,"-2,066","-3,496","-4,339","-5,058"
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.73%,-0.14%,16.63%,-19.51%,-54.09%,-,-97.68%,-21.72%,40.06%,-,7074.29%,135.06%,34.15%,-,-,-,-,-
Net Cash Per Share,-1.78,-1.23,-1.70,-1.34,-1.92,-2.34,-3.44,-3.48,-3.50,-4.49,-5.31,-5.05,-7.38,-6.24,-4.81,-2.36,-1.04,-0.23,1.78,1.22,1.13,1.58,1.87,1.26,1.33,1.27,0.85,-0.11,0.03,0.98,1.19,1.80,2.22,2.35,1.64,-0.28,-1.89,-3.20,-3.96,-4.60
Working Capital,"4,686","4,945","5,454","5,253","5,798","5,442","4,691","4,485","4,394","5,610","4,660","3,958","4,738","5,880","7,123","7,775","9,701","9,616","10,285","9,850","9,189","9,669","10,113","9,850","10,154","11,714","11,330","10,841","11,846","13,099","13,483","13,679","14,584","15,699","14,242","16,396","16,643","16,630","16,479","15,096"
Book Value Per Share,8.76,9.32,10.09,10.91,11.57,11.61,11.56,11.88,11.84,11.76,11.63,11.85,13.00,14.62,16.78,19.86,22.23,24.72,27.89,29.89,31.03,31.97,32.47,32.97,33.32,34.04,35.13,35.79,36.31,37.70,39.12,41.03,42.76,44.32,45.49,45.23,43.31,41.50,40.26,38.99
