,2014-03-28,2014-06-27,2014-09-26,2014-12-31,2015-04-03,2015-07-03,2015-10-02,2015-12-31,2016-04-01,2016-07-01,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-29,2017-12-31,2018-03-30,2018-06-29,2018-09-28,2018-12-31,2019-03-29,2019-06-28,2019-09-27,2019-12-31,2020-04-03,2020-07-03,2020-10-02,2020-12-31,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-29,2023-12-31
Accounts Payable,"1,685","1,735","1,684","1,875","1,732","1,744","1,819","2,049","1,919","1,993","1,355","1,485","1,402","1,427","1,502","1,510","1,579","1,587","1,570","1,713","1,676","1,664","1,607","1,514","1,748","1,599","1,678","2,049","1,989","1,967","2,133","2,569","2,357","2,419","2,191","2,296","2,081","1,956","1,894","1,766"
Deferred Revenue,0,0,0,766.5,0,0,"3,275",633.7,0,0,0,539.8,0,0,0,666,0,0,0,685.2,0,0,0,687.8,0,0,0,"1,212",0,0,0,"1,613",0,0,0,"1,648",0,0,0,0
Current Debt,64.1,49,71.4,71.9,123.7,110.1,"3,489",845.2,197,"2,645",809.1,"2,595","2,221",169.5,182.2,194.7,98.7,175.1,59.8,51.8,36.6,153.7,"1,069",212.4,"3,234",17.2,19.7,11,10,23,7,8,10,10,705,591,"1,571","1,590","2,547","1,695"
Other Current Liabilities,"2,555","2,623","2,716","2,683","3,097","3,201",42.4,"2,643","3,206","3,388","2,600","2,254","2,380","2,606","2,704","2,422","2,765","2,843","2,836","2,392","2,920","3,190","3,259","2,518","3,483","3,984","4,340","4,130","4,825","4,835","5,117","3,950","5,180","5,127","5,106","3,854","5,078","4,858","4,926","4,813"
Total Current Liabilities,"4,304","4,407","4,471","5,396","4,953","5,056","8,626","6,170","5,321","8,026","4,763","6,874","6,003","4,203","4,388","4,792","4,443","4,605","4,465","4,842","4,633","5,008","5,934","4,932","8,466","5,600","6,038","7,402","6,824","6,825","7,257","8,140","7,547","7,556","8,002","8,389","8,730","8,404","9,367","8,274"
Long-Term Debt,"3,423","3,020","2,965","3,402","3,054","3,053","11,523","12,025","12,195","12,008","7,503","9,674","9,729","11,423","10,727","10,327","10,411","11,146","10,558","9,689","9,458","10,144","16,536","21,517","22,737","22,370","21,806","21,193","20,267","20,400","23,591","22,168","21,768","20,052","18,542","19,086","18,261","18,285","19,513","16,707"
Other Long-Term Liabilities,"4,287","4,437","4,290","4,744","4,675","4,707","6,376","6,263","6,293","6,350","5,767","5,670","5,722","5,427","5,356","5,161","5,090","5,080","5,011","5,076","6,115","5,956","5,865","5,351","6,661","7,026","7,074","7,789","7,905","8,036","8,189","7,699","7,715","7,597","7,493","6,785","6,563","6,489","6,439","6,021"
Total Long-Term Liabilities,"7,709","7,457","7,255","8,146","7,729","7,759","17,899","18,288","18,487","18,358","13,270","15,345","15,451","16,849","16,083","15,489","15,501","16,226","15,569","14,764","15,573","16,101","22,402","26,868","29,398","29,396","28,880","28,982","28,172","28,436","31,780","29,867","29,483","27,649","26,035","25,871","24,824","24,774","25,952","22,728"
Total Liabilities,"12,014","11,863","11,726","13,542","12,682","12,815","26,524","24,458","23,809","26,383","18,033","22,219","21,454","21,052","20,471","20,281","19,943","20,831","20,034","19,606","20,206","21,109","28,336","31,800","37,864","34,996","34,918","36,384","34,996","35,261","39,037","38,007","37,030","35,205","34,037","34,260","33,554","33,178","35,319","31,002"
Total Debt,"3,487","3,069","3,036","3,473","3,178","3,163","15,012","12,870","12,392","14,652","8,312","12,269","11,950","11,592","10,909","10,522","10,509","11,321","10,618","9,740","9,495","10,298","17,605","21,729","25,972","22,387","21,826","21,204","20,277","20,423","23,598","22,176","21,778","20,062","19,247","19,677","19,832","19,875","22,060","18,402"
Debt Growth,-22.01%,-26.13%,-13.30%,-0.73%,-8.88%,3.06%,394.45%,270.54%,289.98%,363.27%,-44.63%,-4.67%,-3.56%,-20.89%,31.24%,-14.24%,-12.06%,-2.34%,-2.67%,-7.43%,-9.65%,-9.03%,65.80%,123.08%,173.53%,117.39%,23.98%,-2.42%,-21.93%,-8.77%,8.12%,4.58%,7.40%,-1.77%,-18.44%,-11.27%,-8.94%,-0.93%,14.62%,-6.48%
Common Stock,7.9,7.9,7.9,7.9,8,8,8,8,8,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.2,8.2,8.2,8.3,8.3,8.3,8.4,8.4,8.5,8.5,9,9,9,9,9,9,9,9,9,9,9,9,9
Retained Earnings,"18,515","19,121","19,732","20,323","20,797","21,397","20,416","21,012","21,661","22,207","20,043","20,704","21,112","21,572","22,047","22,806","23,415","23,977","24,529","25,163","25,369","25,955","26,481","24,166","24,609","25,374","26,088","27,159","28,670","30,264","31,231","32,827","34,332","35,808","37,177","39,205","40,437","41,344","42,272","41,074"
Comprehensive Income,218.6,305.8,-379.8,"-1,433.7","-2,107.9","-2,032.1","-2,199","-2,311.2","-2,236.5","-2,391.2","-2,122.3","-3,021.7","-2,705.2","-2,414.5","-2,151.8","-1,994.2","-1,844.7","-2,479.2","-2,635.7","-2,791.1","-2,796.1","-2,844.3","-3,088.3","-3,068.3","-2,791.3","-1,863.1","-1,021.1",-368,"-1,322",-675,"-1,061","-1,027","-1,376","-2,745","-3,854","-2,872","-2,766","-3,576","-3,959","-1,748"
Shareholders' Equity,"22,962","23,721","23,741","23,378","23,321","24,101","23,113","23,690","24,505","25,045","23,192","23,003","23,786","24,590","25,375","26,358","27,190","27,212","27,673","28,214","31,557","32,201","32,502","30,271","31,055","36,262","37,961","39,766","40,419","42,756","43,451","45,167","46,356","46,594","46,985","50,082","51,478","51,716","52,407","53,486"
Total Liabilities and Equity,"35,043","35,652","35,536","36,992","36,072","36,987","49,708","48,222","48,386","51,504","41,298","45,295","45,245","45,647","45,851","46,649","47,145","48,056","47,720","47,833","51,774","53,322","61,531","62,082","68,930","71,268","72,891","76,161","75,426","78,027","82,498","83,184","83,392","81,806","81,030","84,350","85,040","84,902","87,734","84,488"
Net Cash / Debt,-140.5,252.1,989.2,-467.8,-666.5,179.2,"-13,178.5","-12,079.6","-11,727.4","-10,554.6","-7,340.8","-11,305.3","-11,146.4","-10,865.6","-10,260.4","-9,891.8","-9,463.7","-10,416.7","-9,841.6","-8,952.5","-5,584.8","-4,864.5","-3,352.7","-1,816.8","-21,603.8","-16,847.9","-16,138.1","-15,169","-13,947","-13,101","-21,046","-19,590","-18,061","-16,078","-14,097","-13,682","-12,453","-11,300","-9,783","-12,538"
Net Cash / Debt Growth,-,-,-,-,-,-28.92%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,-0.20,0.35,1.38,-0.65,-0.93,0.25,-18.86,-17.33,-16.82,-15.10,-10.47,-16.11,-15.79,-15.40,-14.54,-13.98,-13.34,-14.68,-13.85,-12.59,-7.77,-6.68,-4.60,-2.50,-30.52,-23.46,-22.28,-20.94,-18.97,-17.80,-28.95,-26.53,-24.48,-21.85,-19.12,-18.35,-16.89,-15.17,-13.12,-16.80
Working Capital,"5,100","5,101","5,518","4,035","3,822","4,599",306.2,"1,666","2,426","3,205","1,730",-208.9,315.8,"2,054","1,873","2,058","2,632","2,308","2,365","2,252","5,448","6,596","14,420","20,665","2,677","6,744","6,503","6,400","7,188","8,567","3,519","3,508","5,123","5,673","6,248","7,494","7,802","9,057","11,838","5,663"
Book Value Per Share,32.80,33.83,33.79,33.17,32.98,33.97,33.57,34.46,35.59,36.25,33.50,33.19,34.26,35.36,36.45,37.81,38.92,38.86,39.45,40.18,44.60,44.87,45.22,42.27,44.54,51.43,53.40,55.88,56.67,59.84,60.76,63.12,64.72,64.12,64.50,68.71,70.58,70.14,70.88,72.30
