,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Other Long-Term Assets,"2,439","2,799","2,821","2,872","2,972","3,061","2,918","3,185","3,118","3,084","3,146","3,124","3,037","3,085","3,301","3,387","3,575","3,748","3,883","4,161","4,326","7,975","8,786","9,101","9,334","10,008","10,237","10,352","11,510","11,757","11,947","12,057","12,526","13,207","14,524","14,412","15,027","15,692","16,069","16,711"
Total Long-Term Assets,"61,502","62,258","62,615","62,463","62,826","62,945","63,857","78,337","79,615","84,110","86,305","87,874","88,931","96,168","96,858","99,511","101,974","107,216","107,977","112,333","113,529","118,382","125,162","130,168","131,255","130,260","133,565","136,148","143,571","145,663","151,376","151,435","150,448","152,209","161,816","160,127","176,636","189,784","190,295","190,158"
Total Assets,"81,882","84,622","85,466","85,426","86,382","89,719","91,423","108,272","111,254","117,855","119,603","123,642","122,810","137,157","138,097","140,432","139,058","155,569","154,611","151,087","152,221","161,197","167,200","173,709","173,889","189,067","192,483","190,969","197,289","205,171","210,292","213,045","212,206","221,238","230,172","243,064","245,705","283,679","280,164","282,063"
Accounts Payable,"19,033","21,390","21,930","20,722","21,287","24,055","24,768","25,206","26,324","29,563","30,998","29,494","29,752","31,123","32,224","33,841","33,051","37,799","36,866","38,841","36,596","38,039","38,035","39,509","40,695","45,617","44,623","42,340","44,367","47,830","48,144","50,210","49,126","53,734","54,123","56,296","56,771","61,665","61,463","63,956"
Deferred Revenue,"1,600","1,838","1,482","1,691","1,972","1,734","1,508","1,731","2,142","1,901","1,567","5,730","1,968","6,475","6,115","6,635","2,269","7,683","7,228","2,388","2,396","2,530","2,019","2,500","2,622","2,509","2,299","2,391","2,842","2,612","2,365","2,556","2,571","2,675","2,212","12,847","3,075","14,487","14,852","15,311"
Current Debt,"1,969","2,241","2,117","2,925","1,399","2,797","2,693","5,767","6,634","6,504","6,364","7,202","7,193","7,747","5,739","4,539","2,857","7,379","2,959","1,500","1,973","3,919","7,800","6,387","3,870","15,828","6,156","3,899","4,819","8,838","3,868","3,620","3,620","6,697","5,592","3,229","3,110","9,931","6,321","5,290"
Other Current Liabilities,"5,279","5,247","5,247","5,792","5,965","6,392","6,772","7,249","7,798","8,317","8,447","8,670","10,339","12,198","13,043","13,073","12,286","14,806","14,999","13,648","12,244","14,445","14,474","14,245","14,595","14,652","16,805","17,967","20,392","21,361","22,180","23,189","22,975","25,064","26,771","28,563","26,281","30,399","30,345","29,622"
Total Current Liabilities,"27,881","30,716","30,776","31,130","30,623","34,978","35,741","39,953","42,898","46,285","47,376","51,096","49,252","57,543","57,121","58,088","50,463","67,667","62,052","56,377","53,209","58,933","62,328","62,641","61,782","78,606","69,883","66,597","72,420","80,641","76,557","79,575","78,292","88,170","88,698","100,935","89,237","116,482","112,981","114,179"
Long-Term Debt,"14,891","14,524","14,630","14,592","16,007","15,577","15,378","26,015","25,331","27,218","26,834","26,022","25,777","26,154","26,197","24,723","28,835","28,206","32,096","32,053","34,581","34,419","34,473","38,507","36,808","35,779","39,901","39,895","38,648","37,420","44,348","43,345","42,383","40,796","45,799","45,438","54,513","60,657","59,268","58,079"
Other Long-Term Liabilities,"5,786","5,565","5,822","5,714","5,910","5,834","5,669","7,611","7,564","7,461","7,362","7,033","7,592","7,798","7,786","8,141","7,738","7,770","7,841","8,292","8,204","11,340","12,343","12,814","13,137","13,078","14,342","14,526","15,682","16,528","16,066","15,493","15,052","14,625","14,548","13,770","15,608","15,918","15,759","15,825"
Total Long-Term Liabilities,"20,677","20,089","20,452","20,306","21,917","21,411","21,047","33,626","32,895","34,679","34,196","33,055","33,369","33,952","33,983","32,864","36,573","35,976","39,937","40,345","42,785","45,759","46,816","51,321","49,945","48,857","54,243","54,421","54,330","53,948","60,414","58,838","57,435","55,421","60,347","59,208","70,121","76,575","75,027","73,904"
Total Liabilities,"48,558","50,805","51,228","51,436","52,540","56,389","56,788","73,579","75,793","80,964","81,572","84,151","82,621","91,495","91,104","90,952","87,036","103,643","101,989","96,722","95,994","104,692","109,144","113,962","111,727","127,463","124,126","121,018","126,750","134,589","136,971","138,413","135,727","143,591","149,045","160,143","159,358","193,057","188,008","188,083"
Total Debt,"16,860","16,765","16,747","17,517","17,406","18,374","18,071","31,782","31,965","33,722","33,198","33,224","32,970","33,901","31,936","29,262","31,692","35,585","35,055","33,553","36,554","38,338","42,273","44,894","40,678","51,607","46,057","43,794","43,467","46,258","48,216","46,965","46,003","47,493","51,391","48,667","57,623","70,588","65,589","63,369"
Debt Growth,0.63%,-7.11%,0.71%,4.37%,3.24%,9.60%,7.91%,81.44%,83.64%,83.53%,83.71%,4.54%,3.14%,0.53%,-3.80%,-11.93%,-3.88%,4.97%,9.77%,14.66%,15.34%,7.74%,20.59%,33.80%,11.28%,34.61%,8.95%,-2.45%,6.86%,-10.36%,4.69%,7.24%,5.83%,2.67%,6.58%,3.62%,25.26%,48.63%,27.63%,30.21%
Common Stock,10,10,10,10,10,10,65,79,39,10,10,10,10,"1,829","1,671","1,811","1,713",10,10,10,10,10,9,9,16,10,398,10,10,10,10,10,10,10,10,10,9,9,9,9
Retained Earnings,"33,047","33,112","33,215","33,578","33,836","34,153","35,262","36,382","37,125","37,963","38,579","39,945","40,945","42,521","44,081","45,840","48,730","50,494","52,363","54,386","55,846","55,472","56,367","58,696","61,178","62,327","67,776","69,715","69,295","71,220","73,090","75,124","77,134","78,782","80,540","83,722","86,156","88,852","89,994","93,173"
Comprehensive Income,-908,-573,-290,-984,"-1,392","-2,285","-2,307","-3,347","-3,334","-2,804","-2,203","-2,303","-2,681","-2,447","-2,591","-2,353","-2,667","-2,951","-4,080","-4,386","-4,160","-3,758","-3,273","-3,709","-3,578","-5,360","-4,550","-4,494","-3,814","-4,826","-4,086","-4,856","-5,384","-6,026","-7,730","-9,086","-8,393","-7,549","-7,650","-8,688"
Shareholders' Equity,"32,149","32,549","32,935","32,604","32,454","31,878","33,020","33,114","33,830","35,169","36,386","37,652","38,274","41,903","43,161","45,298","47,776","47,553","48,293","50,010","51,696","51,724","53,103","54,996","57,616","56,977","63,624","65,231","65,491","66,404","69,014","70,278","71,760","72,766","72,820","74,646","77,772","81,312","82,353","84,494"
Net Cash / Debt,"-4,890","-4,602","-5,667","-5,450","-5,208","-5,023","-5,406","-18,909","-16,056","-17,830","-19,369","-14,605","-16,590","-11,663","-10,989","-6,386","-13,101","-10,622","-10,353","-16,768","-19,198","-19,677","-22,061","-26,025","-23,357","-24,296","-17,047","-19,197","-19,610","-19,247","-21,457","-18,790","-17,647","-14,942","-19,410","-2,118","-25,625","-20,254","-15,687","-15,656"
Net Cash Per Share,-4.82,-4.62,-5.72,-5.55,-5.35,-5.18,-5.60,-19.55,-16.60,-18.44,-20.03,-15.07,-17.14,-11.96,-11.16,-6.46,-13.22,-10.76,-10.54,-17.06,-19.59,-20.18,-22.88,-27.02,-24.25,-25.26,-17.76,-19.96,-20.41,-20.11,-22.44,-19.68,-18.46,-15.66,-20.43,-2.23,-27.06,-21.48,-16.69,-16.73
Working Capital,"-7,501","-8,352","-7,925","-8,167","-7,067","-8,204","-8,175","-10,018","-11,259","-12,540","-14,078","-15,328","-15,373","-16,554","-15,882","-17,167","-13,379","-19,314","-15,418","-17,623","-14,517","-16,118","-20,290","-19,100","-19,148","-19,799","-10,965","-11,776","-18,702","-21,133","-17,641","-17,965","-16,534","-19,141","-20,342","-17,998","-20,168","-22,587","-23,112","-22,274"
Book Value Per Share,32.25,33.11,33.64,33.65,33.91,33.41,34.69,34.75,35.50,36.90,38.26,39.55,40.20,43.92,44.77,46.80,49.25,49.23,50.25,51.98,53.68,53.99,55.90,57.95,60.78,60.04,67.04,68.66,69.01,70.27,73.11,74.53,76.34,77.33,77.72,79.83,83.27,87.15,88.55,91.25
