,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Total Long-Term Assets,"29,872","29,857","29,880","29,804","29,696","29,642","29,608","29,491","29,455","29,515","29,598","29,475","29,338","29,108","29,047","28,931","28,885","28,865","28,899","28,849","35,589","36,009","35,887","35,725","35,648","35,516","35,429","35,410","35,376","33,907","33,850","35,180","35,019","34,913","35,220","35,179","35,097","35,008","34,931","34,821"
Total Assets,"54,278","53,167","51,611","63,970","72,242","77,128","73,663","80,950","67,359","68,768","67,626","63,251","69,369","75,476","78,544","78,323","75,791","69,919","69,199","70,364","77,476","71,615","70,350","79,418","75,215","137,932","117,215","125,759","124,660","160,652","178,699","186,774","196,780","205,918","176,671","178,432","174,176","166,039","151,297","125,598"
Accounts Payable,36.2,43.1,32.1,35,36.9,34,22.1,38.1,28.7,32.2,35.6,34.5,26.2,38.4,25.5,36.1,31.3,25,27.8,53.9,116,65.3,51.6,61.5,61.9,74.3,88,99.5,69.3,51.6,47.2,71,48.8,80.8,80.9,95,121.4,97.2,50.9,53.8
Current Debt,"22,105","21,659","20,090","32,385","40,567","45,174","42,168","49,321","35,553","37,494","36,137","31,605","37,543","44,421","47,405","46,942","44,185","39,089","36,885","37,844","40,030","33,615","32,490","41,160","37,076","100,372","79,441","88,083","86,782","123,414","141,300","149,941","158,699","167,737","138,430","139,989","135,265","128,107","113,242","87,192"
Other Current Liabilities,"1,170",328.1,254.7,207.6,927.5,286.9,242.6,239.5,"1,243",321.6,246.8,247,"1,377",345.2,239.1,244.6,"1,456",331.4,266.6,256.3,"1,127",592.5,393.6,691.6,"1,385",607.9,672.5,448,"1,347",756.9,665.8,405.3,"1,651",641.1,488.8,488.3,"2,301",839.7,593.2,634.6
Total Current Liabilities,"23,311","22,030","20,377","32,628","41,531","45,495","42,433","49,599","36,825","37,848","36,420","31,886","38,946","44,805","47,670","47,223","45,673","39,445","37,180","38,154","41,273","34,272","32,935","41,914","38,523","101,054","80,201","88,631","88,198","124,223","142,013","150,417","160,398","168,459","139,000","140,573","137,688","129,044","113,886","87,881"
Long-Term Debt,"2,107","2,107","2,108","2,108","2,108","2,852","2,241","2,241","2,229","2,230","2,230","2,231","2,231","2,232","2,232","2,233","2,233","2,234","3,419","3,420","3,827","4,292","4,073","3,873","3,743","3,540","3,441","3,442","3,444","3,444","3,445","2,696","2,696","3,437","3,437","3,422","3,422","3,423","3,424","3,425"
Other Long-Term Liabilities,"7,699","7,720","7,662","7,698","7,679","7,686","7,731","7,733","7,754","7,849","7,902","7,869","7,852","7,885","7,865","8,004","5,473","5,468","5,477","5,495","6,411","6,864","6,857","6,818","6,790","6,740","6,734","6,675","6,666","6,430","6,454","6,379","6,287","6,285","6,233","6,186","6,187","6,188","6,169","6,141"
Total Long-Term Liabilities,"9,806","9,827","9,769","9,805","9,787","10,538","9,972","9,974","9,983","10,079","10,132","10,100","10,083","10,117","10,097","10,236","7,707","7,701","8,896","8,914","10,238","11,156","10,930","10,691","10,534","10,280","10,175","10,118","10,110","9,874","9,899","9,075","8,983","9,722","9,670","9,608","9,610","9,611","9,593","9,566"
Total Liabilities,"33,117","31,857","30,146","42,433","51,318","56,033","52,404","59,573","46,808","47,927","46,552","41,986","49,029","54,922","57,767","57,459","53,379","47,147","46,076","47,068","51,510","45,428","43,865","52,604","49,056","111,334","90,376","98,748","98,308","134,096","151,912","159,492","169,381","178,181","148,670","150,181","147,297","138,655","123,479","97,447"
Total Debt,"24,212","23,766","22,197","34,493","42,675","48,026","44,409","51,562","37,782","39,724","38,368","33,836","39,774","46,653","49,637","49,175","46,418","41,322","40,304","41,264","43,857","37,907","36,562","45,034","40,819","103,911","82,882","91,526","90,226","126,858","144,744","152,637","161,395","171,174","141,867","143,411","138,688","131,530","116,665","90,617"
Debt Growth,156.45%,86.12%,29.56%,81.07%,76.25%,102.08%,100.06%,49.49%,-11.46%,-17.29%,-13.60%,-34.38%,5.27%,17.44%,29.37%,45.33%,16.71%,-11.43%,-18.80%,-16.09%,-5.52%,-8.27%,-9.28%,9.14%,-6.93%,174.12%,126.69%,103.24%,121.04%,22.08%,74.64%,66.77%,78.88%,34.93%,-1.99%,-6.04%,-14.07%,-23.16%,-17.76%,-36.81%
Common Stock,"17,508","17,524","17,549","17,565","17,600","17,642","17,678","17,700","17,725","17,741","17,771","17,783","17,830","17,846","17,874","17,878","17,900","17,908","17,932","17,931","21,058","21,066","21,113","21,111","21,117","21,124","21,153","21,161","21,189","21,197","21,223","21,207","22,194","22,210","22,236","22,239","22,265","22,285","22,311","22,313"
Retained Earnings,"3,495","3,604","3,710","3,842","3,317","3,479","3,576","3,772","2,908","3,072","3,189","3,459","2,525","2,698","2,890","2,974","4,497","4,845","5,173","5,346","4,855","5,091","5,337","5,704","5,009","5,470","5,669","5,775","4,996","5,247","5,435","6,037","5,152","5,499","5,798","6,112","4,747","5,230","5,607","5,956"
Comprehensive Income,152,176.3,206.7,130.5,6.2,-25.8,5.1,-94.6,-80.8,28.1,113.3,22.9,-14.1,10.8,13.3,12.1,14.3,19.9,18.6,18.7,5.3,0.8,5.6,-32.2,3.4,-26.2,-13.1,43.7,134.9,83.5,106,37.3,53.5,28,-31.7,-99.8,-133.3,-130.6,-100.2,-117.3
Shareholders' Equity,"21,155","21,305","21,465","21,537","20,924","21,096","21,259","21,377","20,552","20,841","21,074","21,265","20,341","20,554","20,777","20,864","22,412","22,773","23,124","23,296","25,919","26,158","26,455","26,783","26,129","26,568","26,808","26,980","26,320","26,528","26,763","27,282","27,399","27,737","28,002","28,251","26,879","27,384","27,818","28,152"
Net Cash / Debt,-319,-981.5,-997.3,-947,-667.1,"-1,078.3","-1,013.7",-734.5,-464.2,"-1,001.6",-988.1,-724.7,-278.5,-856.7,-785.5,-513.5,-239.4,"-1,358.5","-2,239.2","-1,930.5","-2,953.6","-3,206.6","-3,053.4","-2,582.2","-2,107.4","-2,610.3","-1,946.9","-2,017.3","-1,709.7","-2,402","-2,252.7","-1,875.2",-495.2,"-1,281.8","-1,462.1","-1,214.9",-622.3,"-1,769.2","-1,437","-1,020.4"
Net Cash Per Share,-0.95,-2.92,-2.97,-2.82,-1.98,-3.20,-3.00,-2.17,-1.37,-2.96,-2.92,-2.14,-0.82,-2.52,-2.31,-1.51,-0.70,-3.99,-6.57,-5.66,-8.39,-8.96,-8.53,-7.21,-5.88,-7.28,-5.43,-5.63,-4.77,-6.69,-6.28,-5.22,-1.38,-3.57,-4.07,-3.38,-1.73,-4.92,-4.00,-2.84
Working Capital,"1,095","1,280","1,355","1,539","1,014","1,991","1,623","1,860","1,080","1,405","1,607","1,890","1,086","1,564","1,827","2,170","1,234","1,610","3,121","3,361",614.1,"1,333","1,528","1,779","1,045","1,363","1,585","1,718","1,086","2,523","2,836","1,177","1,363","2,546","2,451","2,680","1,391","1,988","2,480","2,896"
Book Value Per Share,63.41,63.80,64.25,64.40,62.42,62.84,63.26,63.56,61.01,61.84,62.48,62.99,60.16,60.75,61.37,61.59,66.08,67.12,68.12,68.60,73.84,73.29,74.09,74.98,73.10,74.31,74.95,75.41,73.51,74.07,74.70,76.13,76.41,77.35,78.08,78.76,74.89,76.29,77.50,78.41
