,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Goodwill and Intangibles,"103,199","105,714","105,658","105,708","104,775","119,733","119,777","119,498","120,410","119,797","121,069","122,775","124,296","127,674","127,601","127,836","132,812","132,916","132,937","128,519","128,480","128,439","128,267","128,946","126,224","130,034","130,356","130,283","132,153","129,951","177,676","187,899","188,144","188,648","189,036","189,928","190,405","191,081","195,059","189,567"
Other Long-Term Assets,"5,146","5,262","5,112","6,660","25,775","16,192","17,187","17,985","16,730","7,235","8,275","9,149","8,984","8,885","8,538","9,787","11,763","10,943","11,275","11,717","10,442","10,426","10,018","10,141","12,379","10,178","11,669","13,651","56,027","60,671","10,679","13,329","13,581","14,479","15,633","17,260","17,603","17,856","18,147","19,885"
Total Long-Term Assets,"198,290","201,540","201,520","203,117","212,954","219,251","220,305","221,820","220,972","211,026","213,877","217,785","219,573","224,155","223,815","227,230","233,491","232,427","232,408","230,193","250,550","249,800","249,980","254,254","253,795","255,926","258,422","261,887","305,926","313,564","313,180","329,868","330,136","332,648","335,344","341,823","341,994","342,567","346,711","343,441"
Total Assets,"221,562","224,427","226,293","232,616","235,790","240,753","242,073","244,175","244,587","231,870","239,498","244,180","246,731","252,978","254,682","257,143","264,516","263,303","265,562","264,829","283,947","283,108","284,875","291,727","294,500","293,259","296,994","316,481","345,573","349,190","353,457","366,596","365,716","370,147","375,090","379,680","377,716","379,955","384,830","380,255"
Accounts Payable,"14,984","16,521","17,055","16,680","15,189","16,953","17,721","19,362","18,118","19,090","18,002","19,593","14,826","17,825","18,434","21,232","17,052","18,560","19,342","22,501","18,664","17,633","19,566","21,806","17,419","19,297","17,391","20,658","17,219","17,328","20,153","24,833","18,169","20,956","22,235","23,977","19,273","20,067","26,140","23,453"
Current Debt,"2,152","2,283","1,603","2,735","4,439","4,206","7,264","6,489","6,265","6,803","3,852","2,645","3,707","1,153","2,180","3,453","6,323","5,466","6,502","7,190","11,611","11,927","10,789","14,038","14,506","9,921","9,264","9,374","12,338","10,904","11,229","11,302","17,268","16,785","18,956","14,097","16,258","19,038","16,856","17,239"
Other Current Liabilities,"8,217","7,689","8,231","8,572","9,085","9,486","9,507","9,201","8,929","8,515","8,444","8,102","8,131","8,780","8,316","8,352","8,240","8,303","8,323","8,239","8,332","8,654","8,854","9,024","9,132","9,668","9,530","9,628","9,173","11,846","9,976","11,025","11,148","11,483","11,950","12,097","12,237","12,299","12,681","12,531"
Total Current Liabilities,"25,353","26,493","26,889","27,987","28,713","30,645","34,492","35,052","33,312","34,408","30,298","30,340","26,664","27,758","28,930","33,037","31,615","32,329","34,167","37,930","38,607","38,214","39,209","44,868","41,057","38,886","36,185","39,660","38,730","40,078","41,358","47,160","46,585","49,224","53,141","50,171","47,768","51,404","55,677","53,223"
Long-Term Debt,"107,617","107,696","107,627","110,536","108,949","109,465","105,060","103,240","103,615","92,922","102,739","105,433","112,839","116,390","115,317","113,642","112,734","109,174","106,440","105,873","124,016","122,852","119,983","119,105","124,678","124,348","127,945","141,173","167,466","168,254","166,859","166,628","162,893","158,781","155,087","162,234","162,075","158,616","155,214","157,703"
Other Long-Term Liabilities,"74,741","74,226","73,809","80,417","87,369","87,769","87,979","88,041","87,557","83,796","84,478","84,375","82,191","82,069","81,984","65,777","67,822","68,225","68,868","66,316","63,864","64,095","65,371","64,919","67,112","65,912","66,334","66,376","66,694","65,746","66,751","69,608","71,063","74,785","78,079","74,812","73,654","73,433","74,851","75,530"
Total Long-Term Liabilities,"182,358","181,922","181,436","190,953","196,318","197,234","193,039","191,281","191,172","176,718","187,217","189,808","195,030","198,459","197,301","179,419","180,556","177,399","175,308","172,189","187,880","186,947","185,354","184,024","191,790","190,260","194,279","207,549","234,160","234,000","233,610","236,236","233,956","233,566","233,166","237,046","235,729","232,049","230,065","233,233"
Total Liabilities,"207,711","208,415","208,325","218,940","225,031","227,879","227,531","226,333","224,484","211,126","217,515","220,148","221,694","226,217","226,231","212,456","212,171","209,728","209,475","210,119","226,487","225,161","224,563","228,892","232,847","229,146","230,464","247,209","272,890","274,078","274,968","283,396","280,541","282,790","286,307","287,217","283,497","283,453","285,742","286,456"
Total Debt,"109,769","109,979","109,230","113,271","113,388","113,671","112,324","109,729","109,880","99,725","106,591","108,078","116,546","117,543","117,497","117,095","119,057","114,640","112,942","113,063","135,627","134,779","130,772","133,143","139,184","134,269","137,209","150,547","179,804","179,158","178,088","177,930","180,161","175,566","174,043","176,331","178,333","177,654","172,070","174,942"
Debt Growth,107.58%,121.05%,10.18%,21.03%,3.30%,3.36%,2.83%,-3.13%,-3.09%,-12.27%,-5.10%,-1.50%,6.07%,17.87%,10.23%,8.34%,2.15%,-2.47%,-3.88%,-3.44%,13.92%,17.57%,15.79%,17.76%,2.62%,-0.38%,4.92%,13.07%,29.18%,33.43%,29.79%,18.19%,0.20%,-2.00%,-2.27%,-0.90%,-1.01%,1.19%,-1.13%,-0.79%
Common Stock,"7,887","8,162","8,438","8,740","4,001","4,176","4,382","4,632","4,929","4,745","4,784","4,792","4,731","4,746","4,792","4,802","7,102","7,162","7,203","7,233","7,147","7,190","7,222","7,250","7,155","7,225","7,408","7,449","7,485","7,608","7,691","10,724","10,777","10,935","10,623","10,629","10,517","10,666","10,753","10,895"
Retained Earnings,"3,534","5,551","6,964","2,447","4,422","6,418","8,156","11,246","13,253","11,652","12,918","15,059","16,153","18,159","19,373","35,635","39,974","41,657","44,091","43,542","46,493","47,945","50,595","53,147","54,557","56,746","58,473","60,464","63,107","66,310","70,062","71,993","73,891","76,401","78,545","82,380","84,543","86,448","88,416","82,915"
Comprehensive Income,"1,290","1,188","1,175","1,111",916,821,600,550,459,"2,847","2,758","2,673","2,609","2,284","2,683","2,659","3,705","3,205","3,201","2,370","2,216","1,447","1,104",998,"-1,502","-1,274",-812,-71,640,-234,-709,-927,-906,"-1,320","-1,700","-1,865","-2,177","-1,921","-1,428","-1,380"
Shareholders' Equity,"12,711","14,901","16,577","12,298","9,339","11,415","13,138","16,428","18,641","19,244","20,460","22,524","23,493","25,189","26,848","43,096","50,781","52,024","54,495","53,145","55,856","56,582","58,921","61,395","60,210","62,697","65,069","67,842","71,232","73,684","77,044","81,790","83,762","86,016","87,468","91,144","92,883","95,193","97,741","92,430"
Net Cash / Debt,"-106,225","-103,555","-101,377","-102,118","-108,455","-110,354","-108,143","-104,909","-104,034","-96,868","-100,150","-105,198","-112,239","-112,960","-113,010","-115,016","-117,134","-112,890","-110,404","-110,318","-133,305","-132,830","-127,752","-130,549","-132,137","-126,387","-128,226","-128,376","-169,599","-174,501","-168,152","-175,009","-178,500","-173,709","-171,961","-173,726","-176,099","-172,851","-167,860","-172,877"
Net Cash Per Share,-30.97,-24.93,-24.38,-24.51,-26.32,-27.01,-26.52,-25.67,-25.47,-23.71,-24.51,-25.75,-27.46,-27.64,-27.64,-28.11,-28.52,-27.27,-26.67,-26.64,-32.20,-32.09,-30.86,-31.53,-31.91,-30.52,-30.96,-30.97,-40.95,-42.12,-40.58,-41.96,-42.48,-41.34,-40.90,-41.29,-41.82,-41.03,-39.81,-40.99
Working Capital,"-2,081","-3,606","-2,116","1,512","-5,877","-9,143","-12,724","-12,697","-9,697","-13,564","-4,677","-3,945",494,"1,065","1,937","-3,124",-590,"-1,453","-1,013","-3,294","-5,210","-4,906","-4,314","-7,395",-352,"-1,553","2,387","14,934",917,"-4,452","-1,081","-10,432","-11,005","-11,725","-13,395","-12,314","-12,046","-14,016","-17,558","-16,409"
Book Value Per Share,3.71,3.59,3.99,2.96,2.27,2.80,3.23,4.03,4.57,4.72,5.02,5.52,5.75,6.17,6.57,10.54,12.37,12.58,13.18,12.85,13.50,13.67,14.24,14.84,14.55,15.15,15.72,16.38,17.20,17.79,18.60,19.62,19.94,20.48,20.82,21.68,22.08,22.62,23.20,21.92
