,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
intangibleAssets,442000000,264000000,265000000,291000000,466000000,278000000,254000000,258000000,402000000,566000000,741000000,695000000,730000000,617000000,595000000,575000000,689000000,609000000,608000000,597000000
intangibleAssetsExcludingGoodwill,178000000,None,None,None,188000000,None,None,None,144000000,None,None,None,111000000,None,None,None,86000000,None,None,None
goodwill,264000000,264000000,265000000,291000000,278000000,278000000,254000000,258000000,258000000,566000000,741000000,695000000,619000000,617000000,595000000,575000000,603000000,609000000,608000000,597000000
investments,21163000000,20478000000,19964000000,21073000000,128763000000,26083000000,33999000000,28279000000,131532000000,31071000000,24863000000,25630000000,35188000000,25836000000,22423000000,21181000000,21734000000,20817000000,19993000000,19091000000
longTermInvestments,2709000000,2605000000,2637000000,2623000000,2519000000,2275000000,4651000000,4741000000,4901000000,4694000000,4582000000,4628000000,4545000000,4306000000,4196000000,2556000000,2798000000,3448000000,3578000000,4403000000
shortTermInvestments,17233000000,16882000000,15931000000,16808000000,17147000000,20399000000,26141000000,20568000000,24718000000,24281000000,18081000000,18997000000,29053000000,20215000000,17184000000,18625000000,18936000000,17369000000,16415000000,14688000000
otherCurrentAssets,3930000000,3672000000,3169000000,3356000000,3339000000,4380000000,4214000000,3714000000,3581000000,3636000000,3557000000,3583000000,3416000000,3635000000,3335000000,3936000000,3877000000,4128000000,4149000000,4219000000
otherNonCurrentAssets,None,9459000000,10789000000,10717000000,10706000000,11728000000,12559000000,12858000000,12882000000,13348000000,14283000000,15014000000,14942000000,15376000000,15607000000,14359000000,11118000000,11595000000,12109000000,12428000000
totalLiabilities,220474000000,226712000000,226048000000,222770000000,225307000000,234452000000,238511000000,226782000000,236450000000,226845000000,213748000000,215973000000,208413000000,207902000000,201518000000,204830000000,212717000000,214603000000,222385000000,223797000000
totalCurrentLiabilities,95569000000,99237000000,98334000000,99087000000,98132000000,94494000000,92780000000,93159000000,97192000000,94249000000,83474000000,89033000000,90727000000,90352000000,86452000000,90167000000,96866000000,95905000000,101015000000,100268000000
currentAccountsPayable,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
deferredRevenue,6080000000,None,None,None,6282000000,6251000000,6278000000,6511000000,6720000000,6612000000,7067000000,7159000000,7032000000,7192000000,7318000000,7142000000,7287000000,7417000000,7556000000,7692000000
currentDebt,None,None,None,None,497000000,361000000,339000000,None,180000000,None,None,None,None,None,None,None,None,None,None,None
shortTermDebt,53493000000,54883000000,53178000000,54913000000,54313000000,53273000000,55683000000,51326000000,51666000000,49800000000,46352000000,47658000000,50037000000,48637000000,44171000000,44430000000,50568000000,48248000000,49754000000,49111000000
totalNonCurrentLiabilities,40220000000,40612000000,40132000000,39615000000,48060000000,46859000000,47149000000,48946000000,52191000000,52406000000,52272000000,51957000000,50925000000,50659000000,50241000000,50635000000,45367000000,43877000000,44123000000,46543000000
capitalLeaseObligations,None,1360000000,1340000000,1267000000,1414000000,1367000000,1253000000,1286000000,1314000000,1294000000,1309000000,1301000000,1393000000,1383000000,1407000000,1436000000,1505000000,1399000000,1614000000,1880000000
longTermDebt,600000000,102537000000,103213000000,99507000000,600000000,114414000000,119886000000,106280000000,471000000,103201000000,100905000000,97249000000,88400000000,87315000000,85008000000,84279000000,88805000000,91242000000,93895000000,94024000000
currentLongTermDebt,0,54548000000,52851000000,54604000000,130000000,361000000,339000000,133267000000,180000000,49471000000,46012000000,47323000000,120683000000,48286000000,43819000000,44050000000,50164000000,48050000000,49341000000,48638000000
longTermDebtNoncurrent,600000000,None,None,None,470000000,None,None,None,291000000,None,None,None,None,None,None,None,None,None,None,None
shortLongTermDebtTotal,600000000,158520000000,157404000000,155378000000,600000000,168693000000,176483000000,158561000000,471000000,153966000000,148226000000,145873000000,139485000000,136984000000,130234000000,129765000000,140474000000,140691000000,144850000000,144542000000
otherCurrentLiabilities,20556000000,21364000000,22503000000,21731000000,22987000000,22674000000,20792000000,20293000000,23645000000,20995000000,18869000000,18787000000,18686000000,18263000000,18895000000,19066000000,21097000000,21827000000,23925000000,23817000000
otherNonCurrentLiabilities,23588000000,24216000000,24032000000,23729000000,25324000000,25105000000,25391000000,26826000000,28379000000,28707000000,28586000000,28808000000,27705000000,28501000000,28221000000,28591000000,25497000000,25908000000,25754000000,27851000000
totalShareholderEquity,35932000000,36398000000,36097000000,35349000000,33185000000,29650000000,30824000000,33125000000,30690000000,33828000000,34664000000,36593000000,48519000000,44985000000,44169000000,42125000000,43242000000,42366000000,43677000000,44263000000
treasuryStock,1417000000,1394000000,1388000000,1619000000,1613000000,1607000000,1601000000,1596000000,1590000000,1585000000,1579000000,1574000000,1563000000,1564000000,1564000000,1564000000,2047000000,2047000000,2047000000,2047000000
retainedEarnings,22668000000,23226000000,22769000000,22590000000,20320000000,17527000000,18645000000,21031000000,18243000000,21502000000,22062000000,23894000000,35769000000,32251000000,32511000000,31072000000,31754000000,30270000000,31577000000,32169000000
commonStock,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,41000000,42000000,42000000,42000000,42000000,42000000,42000000,42000000
commonStockSharesOutstanding,3968000000,3973000000,3984000000,3970000000,3960000000,3963000000,3975000000,3976000000,3979000000,3980000000,3992000000,3995000000,3997000000,4008000000,4021000000,4021000000,4005000000,3990000000,4003000000,4004000000
startPeriod,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30
endPeriod,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
stockHigh,9.85,9.06,10.5,10.56,9.57,9.42,7.74,7.4,9.5,13.62,16.45,15.11,21.49,25.87,17.35,16.68,14.67,14.6,15.13,15.42
stockLow,7.41,7.48,8.86,8.7,8.44,3.96,4.17,5.74,6.59,8.43,11.14,12.38,13.89,15.51,10.9,10.61,10.9,11.12,11.24,11.58
stockAverage,8.93,8.57,9.86,9.5,8.99,7.57,5.52,6.76,8.34,11.39,13.25,13.61,18.3,19.08,13.79,13.99,12.82,12.52,12.61,13.02
