,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Total Long-Term Liabilities,"15,647","15,644","19,267","22,607","15,764","15,714","34,984","37,390","38,818","89,356","89,175","89,129","90,020","92,404","95,231","88,002","87,424","86,585","89,007","89,763","91,664","93,116","92,763","96,992","96,615","99,593","100,225","104,050","106,342","109,902","108,732","111,877","114,075","118,350","119,724","119,909","119,726","119,613","119,313","119,261"
Total Liabilities,"17,170","17,250","20,853","24,242","24,333","17,350","36,813","39,362","40,743","98,163","97,822","98,701","99,540","100,527","105,650","99,092","99,026","100,609","100,857","101,858","103,614","102,991","104,745","109,377","109,830","108,735","110,481","113,925","116,258","119,940","120,969","124,335","128,004","129,745","131,319","131,974","131,968","131,588","131,938","132,475"
Total Debt,"14,090","14,019","17,595","20,887","20,964","13,896","33,281","35,723","37,124","62,203","61,996","61,747","62,844","63,248","68,132","70,231","70,949","72,117","72,474","72,827","75,285","74,566","76,100","79,078","79,692","78,369","79,662","82,752","84,887","87,964","88,372","91,561","95,222","96,001","97,032","97,603","97,972","97,970","97,799","97,777"
Debt Growth,9.94%,9.42%,22.99%,47.29%,48.79%,-0.88%,89.15%,71.03%,77.08%,347.63%,86.28%,72.85%,69.28%,1.68%,9.90%,13.74%,12.90%,14.02%,6.37%,3.70%,6.11%,3.40%,5.00%,8.58%,5.85%,5.10%,4.68%,4.65%,6.52%,12.24%,10.93%,10.65%,12.18%,9.14%,9.80%,6.60%,2.89%,2.05%,0.79%,0.18%
Common Stock,"1,767","1,799","1,825","1,930","1,939","1,951","1,986","2,028","2,041","39,431","39,278","39,413","38,707","35,474","32,025","35,253","34,735","33,138","32,279","33,507","32,703","31,941","29,242","31,405","29,192","28,154","24,890","29,000","25,385","22,710","19,181","26,725","23,532","19,880","17,705","23,940","23,218","23,037","22,420","23,346"
Retained Earnings,"-1,605","-1,650","-1,703","-1,762","-1,843","-1,965","-1,911","-2,061","-2,249",818,"1,007",733,"1,019","1,158","1,206","3,832","4,034","4,307","4,828","2,780","3,033","3,347","3,734",40,436,"1,202","2,016","-5,195","-4,388","-3,368","-2,151","-12,675","-11,472","-10,001","-8,816","-14,821","-13,800","-12,577","-11,322","-12,260"
Comprehensive Income,-35,-30,-25,-22,-19,-17,-15,-13,-11,-9,-8,-7,-6,-4,-2,-1,-1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shareholders' Equity,127,119,97,146,77,-31,60,-46,-219,"40,240","40,277","40,139","39,720","36,628","33,229","39,084","38,768","37,443","37,105","36,285","35,734","35,286","32,974","31,445","29,628","29,356","26,906","23,805","20,997","19,342","17,030","14,050","12,060","9,879","8,889","9,119","9,418","10,460","11,098","11,086"
Net Cash / Debt,"-14,086","-14,010","-14,072","-13,773","-13,832","-13,866","-13,655","-13,454","-13,533","-61,648","-60,831","-60,212","-59,924","-62,554","-65,968","-69,610","-70,373","-71,344","-71,814","-72,062","-73,659","-73,720","-75,503","-75,529","-76,756","-76,267","-78,376","-81,751","-84,115","-86,253","-87,906","-90,960","-92,791","-95,518","-96,552","-96,958","-97,438","-97,492","-97,228","-97,068"
Net Cash Per Share,-132.34,-129.75,-129.35,-140.55,-123.88,-137.19,-133.24,-132.72,-133.26,-300.41,-220.90,-256.45,-219.34,-234.01,-255.35,-234.61,-291.50,-300.94,-307.41,-313.22,-323.64,-326.28,-339.56,-344.67,-360.68,-361.61,-375.50,-402.93,-408.58,-433.26,-469.67,-504.71,-531.75,-571.65,-601.05,-622.81,-634.62,-641.50,-639.58,-645.49
Working Capital,"-1,219","-1,269","-1,216","-1,290","-1,067","-1,180","-1,423","-1,627",-313,"-6,482","-5,866","-6,272","-4,854","-5,559","-6,287","-8,535","-9,204","-11,274","-9,121","-9,365","-8,199","-6,535","-8,594","-5,914","-7,456","-4,377","-6,196","-5,966","-6,253","-5,356","-8,739","-8,892","-8,413","-7,657","-7,841","-8,048","-8,175","-8,046","-8,509","-9,082"
Book Value Per Share,1.19,1.10,0.89,1.49,0.69,-0.31,0.59,-0.45,-2.16,219.46,148.48,194.34,147.66,139.03,130.86,162.40,163.05,159.85,160.94,159.88,159.08,158.67,150.91,147.93,142.56,142.66,132.66,120.92,109.70,104.04,93.61,80.04,70.66,60.22,56.27,59.43,62.19,69.69,74.48,75.76
