,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Total Assets,"30,574","32,141","33,302","34,501","34,763","34,692","33,884","27,277","26,970","26,338","25,831","25,555","29,299","29,212","29,264","28,805","29,833","30,741","32,092","33,638","33,934","35,664","35,752","36,542","37,125","37,634","35,222","35,074","35,805","36,171","36,885","37,172","38,236","38,097","38,139","40,487","41,371","41,025","41,487","43,647"
Accounts Payable,"2,254","2,647","2,661","2,775","2,861","2,182","1,864","1,562","1,472","1,182","1,306","1,296","1,512","1,557","1,615","1,636","1,847","1,916","2,337","2,436","2,240","2,452","2,387","2,395","2,429","2,892","1,281","1,245","1,681","1,945","2,012","1,972","2,242","2,660","2,896","2,718","2,532","2,438","2,205","2,464"
Current Debt,6.58,6.58,6.58,6.58,6.58,506.58,6.58,36.28,6.58,6.58,6.58,6.58,6.58,6.58,606.45,6.58,356.24,363.16,"1,263","1,263",913.09,"1,311","1,410","1,399","1,384",841.38,273.76,"1,026","1,076",308,292,288,277,"1,506","1,498","1,517","1,579",387,369,371
Other Current Liabilities,600.72,741.85,869.44,596.83,517.18,406.13,406.52,449.11,340.76,359.37,400.03,430.14,508.89,468.55,500.63,537.73,522.18,557.95,697.81,726.5,575.42,537.78,616.23,680.09,673.97,571.31,599.45,748.83,703,"1,059","1,698","1,224","1,523","2,098","1,374","1,511","1,402","1,403","1,157","1,390"
Total Current Liabilities,"2,862","3,396","3,537","3,379","3,384","3,095","2,278","2,047","1,819","1,548","1,712","1,733","2,027","2,032","2,722","2,180","2,726","2,837","4,297","4,425","3,728","4,301","4,414","4,474","4,487","4,305","2,154","3,020","3,460","3,312","4,002","3,484","4,042","6,264","5,768","5,746","5,513","4,228","3,731","4,225"
Long-Term Debt,"5,907","5,903","5,903","5,903","5,903","6,394","6,394","6,394","6,649","6,979","6,979","6,980","6,980","6,980","6,380","6,380","6,031","6,072","5,172","5,172","5,170","5,166","4,165","4,163","4,161","4,703","5,703","4,950","5,035","5,094","5,086","5,079","5,072","3,816","3,809","3,802","3,795","3,787","3,780","3,772"
Other Long-Term Liabilities,"6,387","6,809","7,153","7,499","7,762","7,734","7,785","5,552","5,559","5,406","5,082","5,044","6,311","6,272","6,259","6,323","4,793","4,992","5,170","5,502","5,672","6,292","6,542","6,781","6,836","7,155","6,977","6,956","7,008","7,003","6,916","6,844","6,942","6,477","6,250","7,090","7,284","7,563","7,719","7,892"
Total Long-Term Liabilities,"12,294","12,712","13,057","13,402","13,666","14,127","14,179","11,946","12,208","12,385","12,062","12,024","13,290","13,252","12,640","12,703","10,824","11,063","10,343","10,674","10,842","11,458","10,707","10,944","10,997","11,858","12,680","11,906","12,043","12,097","12,002","11,923","12,014","10,293","10,059","10,892","11,079","11,350","11,499","11,664"
Total Liabilities,"15,156","16,108","16,594","16,781","17,050","17,222","16,457","13,993","14,027","13,933","13,774","13,757","15,318","15,284","15,362","14,883","13,550","13,900","14,640","15,099","14,570","15,760","15,121","15,418","15,484","16,163","14,834","14,926","15,503","15,409","16,004","15,407","16,056","16,557","15,827","16,638","16,592","15,578","15,230","15,889"
Total Debt,"5,913","5,910","5,910","5,910","5,910","6,900","6,400","6,430","6,655","6,986","6,986","6,986","6,986","6,987","6,987","6,387","6,387","6,435","6,435","6,435","6,083","6,477","5,576","5,562","5,545","5,545","5,977","5,976","6,111","5,402","5,378","5,367","5,349","5,322","5,307","5,319","5,374","4,174","4,149","4,143"
Debt Growth,-6.32%,-6.38%,-6.39%,-6.39%,-0.06%,16.77%,8.30%,8.81%,12.62%,1.24%,9.15%,8.65%,4.97%,0.01%,0.01%,-8.58%,-8.58%,-7.90%,-7.90%,0.75%,-4.76%,0.66%,-13.35%,-13.57%,-8.85%,-14.40%,7.20%,7.45%,10.21%,-2.57%,-10.02%,-10.19%,-12.47%,-1.48%,-1.32%,-0.89%,0.47%,-21.57%,-21.82%,-22.11%
Common Stock,"2,834","2,870","2,883","2,921","2,973","3,005","3,040","3,072","3,106","3,128","3,158","3,182","5,602","5,617","5,663","5,679","5,709","5,730","5,755","5,780","5,822","5,856","5,903","5,949","5,997","6,034","6,081","6,105","6,144","6,170","6,207","6,236","6,273","6,270","6,296","6,292","6,315","6,032","5,769","5,718"
Retained Earnings,"12,168","12,761","13,399","14,411","14,763","14,502","14,415","10,247","9,871","9,308","8,924","8,642","8,398","8,330","8,256","8,260","10,594","11,125","11,715","12,778","13,543","14,051","14,732","15,179","15,649","15,440","14,312","14,051","14,170","14,606","14,689","15,542","15,919","15,283","16,028","17,563","18,472","19,423","20,497","22,047"
Comprehensive Income,415.83,402.8,426.59,387.73,-23.06,-36.43,-28,-34.98,-33.34,-31.13,-25.26,-25.1,-19.01,-18.66,-17.49,-17.16,-19.3,-14.29,-17.51,-19.46,-1.36,-2.87,-4.53,-3.69,-4.65,-3.31,-6.13,-7.93,-12,-14,-15,-13,-12,-13,-12,-6,-8,-8,-9,-7
Shareholders' Equity,"15,418","16,033","16,708","17,720","17,713","17,470","17,427","13,284","12,943","12,405","12,057","11,798","13,982","13,928","13,902","13,922","16,283","16,841","17,452","18,538","19,364","19,904","20,630","21,124","21,641","21,471","20,388","20,148","20,302","20,762","20,881","21,765","22,180","21,540","22,312","23,849","24,779","25,447","26,257","27,758"
Net Cash / Debt,"-4,595.01","-4,242.32","-4,679.54","-4,428.67","-3,822.72","-4,772.85","-5,033.07","-5,687.52","-5,936.98","-6,317.13","-6,206.14","-5,937.39","-5,386.46","-5,440.02","-5,337.36","-5,540.87","-5,552.84","-5,618.67","-5,426.58","-5,160.69","-4,527.63","-5,341.4","-4,415.22","-3,978.56","-3,516.84","-2,637.68","-3,560.4","-2,910.53","-2,782","-2,014","-1,498","-1,074",-140,"-1,313","-2,234",-47,598,844,615,"1,183"
Net Cash Per Share,-8.39,-7.74,-8.53,-8.06,-6.96,-8.76,-9.16,-10.42,-10.87,-11.55,-11.34,-10.84,-9.42,-9.40,-9.23,-9.57,-9.58,-9.69,-9.35,-8.87,-7.80,-9.21,-7.61,-6.84,-6.06,-4.55,-6.15,-5.03,-4.80,-3.45,-2.57,-1.84,-0.24,-2.24,-3.80,-0.08,1.02,1.44,1.05,2.03
Working Capital,"1,210","1,427","1,187","1,506","2,032","1,699","1,460",778,772.96,817.84,737.86,"1,005","1,358","1,362",661.12,583.94,553.57,748.34,-65.45,391.95,"1,329",606.62,81.46,346.02,786.35,"2,186","2,443","2,075","2,402","2,879","2,933","3,865","4,542","2,215","2,385","4,455","4,962","4,956","5,175","6,033"
Book Value Per Share,28.46,29.57,30.77,32.57,32.53,32.06,31.95,24.33,23.69,22.69,22.03,21.54,24.46,24.27,24.20,24.22,28.30,29.25,30.29,32.12,33.56,34.48,35.73,36.56,37.34,37.15,35.21,34.80,35.06,35.80,36.00,37.46,37.98,37.01,38.27,40.91,42.50,43.57,45.27,47.94
