,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30
otherCurrentAssets,12087000000,12432000000,12092000000,10530000000,12352000000,12026000000,15691000000,10987000000,11264000000,13687000000,13376000000,13641000000,14111000000,18112000000,15809000000,16386000000,21223000000,16422000000,13660000000,13640000000
otherNonCurrentAssets,22283000000,34686000000,34587000000,33634000000,32978000000,40457000000,41965000000,41000000000,42522000000,43270000000,43339000000,44854000000,48849000000,50109000000,51959000000,52605000000,54428000000,60924000000,65388000000,64768000000
totalLiabilities,258578000000,255827000000,236138000000,225783000000,248028000000,251087000000,241975000000,245062000000,258549000000,287830000000,267980000000,265560000000,287912000000,309259000000,283263000000,278202000000,302083000000,290020000000,270002000000,274764000000
totalCurrentLiabilities,115929000000,108283000000,93772000000,89704000000,105718000000,102161000000,96094000000,95318000000,105392000000,132507000000,106385000000,107754000000,125481000000,147574000000,127508000000,129873000000,153982000000,137286000000,120075000000,124963000000
currentAccountsPayable,55888000000,44293000000,30443000000,29115000000,46236000000,45111000000,32421000000,35325000000,42296000000,63846000000,40127000000,40409000000,54763000000,74362000000,52682000000,48343000000,64115000000,57918000000,42945000000,46699000000
deferredRevenue,14766000000,,,,13622000000,14673000000,15328000000,16113000000,16843000000,18995000000,19495000000,19681000000,19512000000,20276000000,20420000000,19928000000,20312000000,20592000000,,20358000000
currentDebt,20748000000,21741000000,22429000000,23482000000,16240000000,15214000000,20421000000,18675000000,13793000000,12762000000,13003000000,16039000000,15692000000,16169000000,16658000000,24991000000,21239000000,11483000000,,11209000000
shortTermDebt,11964000000,11969000000,11924000000,9953000000,5980000000,4990000000,10029000000,11166000000,4996000000,5000000000,5000000000,8000000000,6000000000,5000000000,6999000000,10982000000,9982000000,1743000000,12574000000,3993000000
totalNonCurrentLiabilities,142649000000,147544000000,142366000000,136079000000,142310000000,148926000000,145881000000,149744000000,153157000000,155323000000,161595000000,157806000000,162431000000,161685000000,155755000000,148329000000,148101000000,152734000000,149927000000,149801000000
capitalLeaseObligations,,,,,,,,,637000000,,,,769000000,,,,812000000,,,
longTermDebt,111984000000,112372000000,113805000000,116029000000,117760000000,119324000000,115992000000,118309000000,125873000000,124962000000,129203000000,128339000000,118700000000,117800000000,113000000000,108700000000,110100000000,109400000000,107600000000,105300000000
currentLongTermDebt,8784000000,9772000000,10505000000,13529000000,10260000000,10224000000,10392000000,7509000000,8773000000,7762000000,8003000000,8039000000,9613000000,11169000000,9659000000,14009000000,11128000000,9740000000,10578000000,7216000000
longTermDebtNoncurrent,93735000000,92989000000,90201000000,84936000000,91807000000,93078000000,89086000000,94048000000,98667000000,99281000000,108642000000,105752000000,109106000000,106629000000,103323000000,94700000000,98959000000,99627000000,97041000000,98071000000
shortLongTermDebtTotal,220132000000,115529000000,112922000000,108059000000,209135000000,107861000000,107777000000,110987000000,216860000000,110595000000,120629000000,120840000000,241783000000,122800000000,119999000000,119682000000,233256000000,111143000000,109615000000,109293000000
otherCurrentLiabilities,33327000000,36703000000,35368000000,31673000000,37720000000,36263000000,37324000000,35005000000,42684000000,48504000000,45660000000,43625000000,47493000000,49167000000,50248000000,48811000000,60845000000,59893000000,56425000000,58897000000
otherNonCurrentLiabilities,48914000000,54555000000,52165000000,51143000000,50503000000,55848000000,56795000000,55696000000,54490000000,56042000000,52953000000,52054000000,53325000000,55056000000,52432000000,53629000000,49142000000,53107000000,52886000000,51730000000
totalShareholderEquity,107147000000,117892000000,105860000000,96456000000,90488000000,89531000000,78425000000,72282000000,65339000000,66224000000,69178000000,64280000000,63090000000,71932000000,67399000000,58107000000,50672000000,56727000000,62158000000,60274000000
treasuryStock,,,,,,,,,,,,,,,,,,,,
retainedEarnings,70400000000,80510000000,64558000000,53724000000,45898000000,43977000000,33182000000,24136000000,14966000000,14301000000,15261000000,9233000000,5562000000,14435000000,12712000000,5289000000,-3068000000,3240000000,4336000000,1408000000
commonStock,40201000000,40970000000,42801000000,43371000000,45174000000,45972000000,48032000000,48696000000,50779000000,51744000000,54203000000,54989000000,57365000000,58424000000,61181000000,62115000000,64849000000,66399000000,69568000000,70667000000
commonStockSharesOutstanding,4754986000,4729803000,4607284000,4531395000,4443236000,4384959000,4323987000,4283939000,16976763000,16823263000,16686305000,16556942000,16426786000,16340851000,16207568000,16095378000,15943425000,15842407000,15723406000,15647868000
startPeriod,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30,2018-6-30
endPeriod,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30
stockHigh,57.42,58.37,49.42,53.83,56.6,73.49,81.96,93.1,137.98,138.79,145.09,137.07,157.26,182.13,182.94,178.49,176.15,157.5,162.47,190.07
stockLow,45.85,36.65,35.5,42.57,48.15,53.78,53.15,59.22,89.14,107.32,116.21,121.15,135.76,138.27,150.1,129.04,133.77,125.87,124.17,159.78
stockAverage,52.08,48.62,42.37,48.72,52.22,64.06,73.7,77.05,108.73,120.02,128.53,129.33,147.15,157.47,168.21,152.05,156.93,142.84,147.27,173.78
