,2014-02-01,2014-05-24,2014-08-16,2014-11-08,2015-01-31,2015-05-23,2015-08-15,2015-11-07,2016-01-30,2016-05-21,2016-08-13,2016-11-05,2017-01-28,2017-05-20,2017-08-12,2017-11-04,2018-02-03,2018-05-26,2018-08-18,2018-11-10,2019-02-02,2019-05-25,2019-08-17,2019-11-09,2020-02-01,2020-05-23,2020-08-15,2020-11-07,2021-01-30,2021-05-22,2021-08-14,2021-11-06,2022-01-29,2022-05-21,2022-08-13,2022-11-05,2023-01-28,2023-05-20,2023-08-12,2023-11-04
Total Liabilities,"23,886","24,143","24,057","24,878","25,055","24,932","24,899","25,662","27,099","27,353","28,061","29,877","29,795","29,664","30,456","30,817","30,292","29,620","29,619","30,531","30,283","35,787","35,809","36,665","36,683","37,614","37,750","38,421","39,112","39,582","39,203","40,338","39,657","39,698","39,102","40,058","39,609","39,313","39,598","39,830"
Total Debt,"11,310","11,316","11,200","11,536","11,597","11,307","11,270","11,259","12,079","12,386","12,420","13,836","14,077","13,444","14,048","14,847","15,589","14,301","14,532","15,018","15,229","20,571","20,621","20,766","21,178","20,643","20,626","20,671","20,587","21,153","21,207","20,706","20,440","20,751","20,382","20,254","20,412","20,450","19,829","19,839"
Debt Growth,27.38%,42.41%,41.92%,39.49%,2.54%,-0.08%,0.63%,-2.40%,4.16%,9.54%,10.20%,22.89%,16.54%,8.54%,13.11%,7.31%,10.74%,6.37%,3.45%,1.15%,-2.31%,43.84%,41.90%,38.27%,39.06%,0.35%,0.02%,-0.46%,-2.79%,2.47%,2.82%,0.17%,-0.71%,-1.90%,-3.89%,-2.18%,-0.14%,-1.45%,-2.71%,-2.05%
Common Stock,"-5,133","-6,192","-6,221","-6,186","-6,143","-6,565","-6,565","-6,534","-6,511","-7,480","-7,516","-7,810","-8,130","-8,852","-9,093","-9,322","-9,605","-11,499","-11,507","-11,481","-11,449","-11,408","-11,399","-11,371","-11,736","-12,048","-12,273","-12,543","-12,812","-13,145","-13,431","-13,648","-14,147","-14,707","-15,007","-14,971","-14,927","-14,926","-14,918","-14,891"
Retained Earnings,"10,981","11,398","11,667","11,940","12,367","12,895","13,228","13,554","14,011","14,589","14,874","15,150","15,543","15,735","15,978","16,263","17,007","18,924","19,331","19,535","19,681","20,481","20,647","20,781","20,978","22,062","22,744","23,234","23,018","23,021","23,334","23,658","24,066","24,583","25,128","25,338","25,601","26,375","25,984","26,421"
Comprehensive Income,-464,-457,-449,-435,-812,-773,-759,-749,-680,-703,-782,-728,-715,-738,-726,-706,-471,-455,-450,-402,-346,-492,-537,-495,-640,-658,-651,-621,-630,-627,-625,-491,-467,-465,-464,-412,-632,-544,-440,-321
Shareholders' Equity,"5,384","4,749","4,997","5,319","5,412","5,557","5,904","6,271","6,820","6,406","6,576","6,612","6,698","6,145","6,159","6,235","6,931","6,970","7,374","7,652","7,886","8,581","8,711","8,915","8,602","9,356","9,820","10,070","9,576","9,249","9,278","9,519","9,452","9,411","9,657","9,955","10,042","10,905","10,626","11,209"
Net Cash / Debt,"-10,909","-11,051","-10,952","-11,272","-11,329","-11,055","-11,002","-10,985","-11,802","-11,995","-12,101","-13,462","-13,755","-13,088","-13,229","-14,495","-15,242","-13,610","-14,171","-14,589","-14,800","-20,162","-19,992","-20,221","-20,779","-17,917","-17,806","-18,491","-18,900","-18,844","-18,982","-18,418","-18,619","-19,369","-19,280","-19,338","-19,397","-17,818","-17,409","-18,114"
Net Cash Per Share,-10.55,-10.90,-11.15,-11.46,-11.48,-11.25,-11.26,-11.22,-12.04,-12.42,-12.62,-14.13,-14.54,-14.15,-14.62,-16.23,-17.20,-16.09,-17.60,-18.08,-18.36,-25.05,-24.83,-25.06,-25.81,-22.74,-22.65,-23.71,-24.58,-24.79,-25.14,-24.49,-24.99,-26.42,-26.59,-26.71,-26.79,-24.61,-24.21,-24.98
Working Capital,"-1,875","-2,556","-2,545","-2,794","-2,481","-2,735","-2,837","-3,675","-3,079","-3,929","-4,277","-3,721","-2,520","-2,977","-1,471","-1,965","-3,080","-3,190","-3,603","-4,043","-3,471","-3,413","-3,210","-3,093","-3,353","-2,496","-2,292","-2,571","-2,863","-2,665","-3,271","-3,418","-4,149","-3,962","-4,657","-4,335","-4,568","-3,926","-3,686","-3,346"
Book Value Per Share,5.27,4.74,5.15,5.47,5.55,5.74,6.13,6.50,7.06,6.71,6.97,7.03,7.20,6.72,6.87,7.03,7.90,8.31,9.25,9.60,9.88,10.75,10.89,11.12,10.81,11.99,12.64,13.04,12.58,12.30,12.44,12.83,12.86,13.04,13.49,13.90,14.04,15.21,14.78,15.59
