,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-10-03,2021-01-02,2021-04-03,2021-07-03,2021-10-02,2022-01-01,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30
Other Long-Term Assets,"7,491","7,455","7,629","8,275","8,575","8,640","8,604","8,676","8,728","8,407","8,679","8,952","9,307","9,095","9,871","10,310","10,475","10,337","11,253","11,601","42,926","39,926","4,715","8,443","8,575","8,435","8,433","8,343","8,085","8,508","8,658","8,873","8,510","8,477","9,208","9,363","9,915","10,004","11,076","10,968"
Total Long-Term Assets,"67,534","68,518","68,972","69,795","70,069","70,855","71,424","72,353","73,265","73,297","75,067","74,911","75,537","75,601","79,900","80,460","81,135","81,063","81,773","82,404","180,065","178,105","165,860","173,172","173,020","166,319","166,298","167,014","167,373","168,255","169,952","170,398","171,026","172,652","174,533","175,212","176,595","173,609","172,816","171,803"
Total Assets,"82,580","83,723","84,141","87,035","85,715","87,367","88,182","90,121","90,264","90,914","92,033","91,576","91,807","92,752","95,789","97,734","97,943","98,792","98,598","99,941","214,342","209,475","193,984","200,948","206,294","207,649","201,549","201,888","200,250","202,221","203,609","203,311","202,453","204,074","203,631","202,124","204,858","203,783","205,579","197,774"
Accounts Payable,"6,581","6,379","7,595","9,069","6,823","7,794","7,844","9,320","7,252","8,719","9,130","9,979","8,077","9,374","8,855","9,574","9,022","9,763","9,479","10,696","20,503","17,647","17,762","19,755","17,906","16,986","16,801","16,846","17,062","18,317","20,894","18,709","19,669","20,858","20,213","18,149","18,591","19,115","20,671","18,676"
Deferred Revenue,"3,886","3,756","3,533","3,359","3,816","3,913","3,927","3,526","4,066","4,041","4,025","3,640","4,423","4,382","4,568","4,292","4,788","4,459","4,591","3,434","4,281","4,730","4,722","5,024","4,891","3,707","4,116","4,303","4,337","4,368","4,317","4,545","4,533","4,266","5,790","5,672","6,013","6,474","6,138","6,270"
Current Debt,"4,695","3,216","2,164","4,376","2,771","3,119","4,563","5,950","5,755","5,312","3,687","5,698","4,865","3,338","6,172","6,009","5,918","5,992","3,790","3,489","19,158","21,923","8,857","10,018","12,676","10,224","5,711","5,397","5,243","4,728","5,866","6,783","5,399","5,580","3,070","3,249","3,452","2,645","4,330","6,087"
Other Current Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Current Liabilities,"15,162","13,351","13,292","16,804","13,410","14,826","16,334","18,796","17,073","18,072","16,842","19,317","17,365","17,094","19,595","19,875","19,728","20,214","17,860","17,619","44,376","44,593","31,341","34,797","35,473","30,917","26,628","26,546","26,642","27,413","31,077","30,037","29,601","30,704","29,073","27,070","28,056","28,234","31,139","31,033"
Long-Term Debt,"10,909","12,920","12,631","12,167","12,186","12,154","12,773","12,965","15,367","15,129","16,483","14,792","16,788","18,849","19,119","20,082","18,766","17,681","17,084","17,176","37,803","36,311","38,129","38,057","42,770","54,197","52,917","52,878","50,903","51,110","48,540","47,349","46,624","46,022","45,299","45,128","45,066","44,544","42,101","41,603"
Other Long-Term Liabilities,"8,869","8,840","10,040","10,271","10,382","9,880","10,420","10,162","9,814","9,567","11,385","10,290","10,387","10,758","12,071","10,694","10,798","10,826","10,822","10,753","27,824","32,215","30,625","33,321","33,174","32,072","33,741","33,736","32,919","32,576","30,981","31,615","31,569","30,915","30,380","29,791","30,180","28,949","28,382","19,637"
Total Long-Term Liabilities,"19,778","21,760","22,671","22,438","22,568","22,034","23,193","23,127","25,181","24,696","27,868","25,082","27,175","29,607","31,190","30,776","29,564","28,507","27,906","27,929","65,627","68,526","68,754","71,378","75,944","86,269","86,658","86,614","83,822","83,686","79,521","78,964","78,193","76,937","75,679","74,919","75,246","73,493","70,483","61,240"
Total Liabilities,"34,940","35,111","35,963","39,242","35,978","36,860","39,527","41,923","42,254","42,768","44,710","44,399","44,540","46,701","50,785","50,651","49,292","48,721","45,766","45,548","110,003","113,119","100,095","106,175","111,417","117,186","113,286","113,160","110,464","111,099","110,598","109,001","107,794","107,641","104,752","101,989","103,302","101,727","101,622","92,273"
Total Debt,"15,604","16,136","14,795","16,543","14,957","15,273","17,336","18,915","21,122","20,441","20,170","20,490","21,653","22,187","25,291","26,091","24,684","23,673","20,874","20,665","56,961","58,234","46,986","48,075","55,446","64,421","58,628","58,275","56,146","55,838","54,406","54,132","52,023","51,602","48,369","48,377","48,518","47,189","46,431","47,690"
Debt Growth,-7.87%,7.55%,3.55%,7.42%,-4.15%,-5.35%,17.17%,14.34%,41.22%,33.84%,16.35%,8.33%,2.51%,8.54%,25.39%,27.34%,14.00%,6.70%,-17.46%,-20.80%,130.76%,145.99%,125.09%,132.64%,-2.66%,10.62%,24.78%,21.22%,1.26%,-13.32%,-7.20%,-7.11%,-7.34%,-7.59%,-11.10%,-10.63%,-6.74%,-8.55%,-4.01%,-1.42%
Common Stock,"-3,894","-5,546","-6,808","-7,924","-8,177","-9,002","-12,082","-14,307","-16,147","-17,429","-18,844","-20,262","-22,044","-24,468","-27,763","-29,070","-30,208","-31,014","-30,809","-30,789","52,512","52,811","53,000","53,088","53,323","53,479","53,590","53,756","54,093","54,267","54,564","54,593","54,916","55,180","55,491","55,672","56,012","56,229","56,476","56,733"
Retained Earnings,"49,989","52,235","53,734","53,969","56,058","57,425","59,028","60,734","62,870","64,321","66,088","67,327","69,708","70,863","72,606","75,763","78,704","80,364","82,679","84,887","41,212","41,382","42,494","43,202","43,721","39,004","38,315","38,456","39,365","40,311","40,429","41,547","42,032","43,462","43,636","44,955","46,236","45,794","46,093","47,490"
Comprehensive Income,"-1,206","-1,169","-1,968","-1,880","-1,843","-1,904","-2,421","-2,469","-2,599","-2,699","-3,979","-3,855","-3,880","-3,864","-3,528","-3,404","-3,345","-3,262","-3,097","-3,782","-3,786","-3,721","-6,617","-6,533","-6,637","-6,617","-8,322","-8,141","-7,918","-7,837","-6,440","-6,276","-6,312","-6,142","-4,119","-4,478","-4,389","-4,413","-3,292","-3,502"
Shareholders' Equity,"44,889","45,520","44,958","44,165","46,038","46,519","44,525","43,958","44,124","44,193","43,265","43,210","43,784","42,531","41,315","43,289","45,151","46,088","48,773","50,316","89,938","90,472","88,877","89,757","90,407","85,866","83,583","84,071","85,540","86,741","88,553","89,864","90,636","92,500","95,008","96,149","97,859","97,610","99,277","100,721"
Net Cash / Debt,"-11,526","-12,046","-11,374","-11,466","-11,212","-10,798","-13,067","-14,614","-16,107","-15,214","-15,560","-16,754","-17,853","-17,851","-21,274","-21,414","-20,505","-19,347","-16,724","-16,210","-46,853","-51,506","-41,568","-41,242","-41,107","-41,306","-40,714","-41,207","-40,256","-39,768","-38,447","-39,688","-38,751","-38,643","-36,754","-39,907","-38,119","-35,731","-32,249","-40,498"
Net Cash Per Share,-6.51,-6.89,-6.56,-6.68,-6.54,-6.31,-7.71,-8.76,-9.80,-9.33,-9.63,-10.45,-11.22,-11.36,-13.74,-14.08,-13.58,-12.92,-11.16,-10.82,-30.48,-28.39,-22.89,-22.70,-22.64,-22.83,-22.48,-22.60,-22.01,-21.73,-21.00,-21.71,-21.20,-21.17,-20.12,-21.84,-20.82,-19.54,-17.59,-22.07
Working Capital,-116,"1,854","1,877",436,"2,236","1,686",424,"-1,028",-74,-455,124,"-2,652","-1,095",57,"-3,706","-2,601","-2,920","-2,485","-1,035",-82,"-10,099","-13,223","-3,217","-7,021","-2,199","10,413","8,623","8,328","6,235","6,553","2,580","2,876","1,826",718,25,-158,207,"1,940","1,624","-5,062"
Book Value Per Share,25.65,26.28,26.20,25.98,27.10,27.43,26.52,26.58,27.02,27.26,26.91,27.14,27.71,27.23,26.86,28.63,30.04,30.91,32.73,33.77,58.78,50.21,49.29,49.73,50.00,47.47,46.15,46.40,47.08,47.71,48.76,49.40,49.74,50.74,52.06,52.68,53.53,53.37,54.22,54.98
