,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
totalNonCurrentLiabilities,61758000000,34122000000,70212000000,72055000000,77376000000,78055000000,90690000000,99392000000,103306000000,106253000000,129624000000,139848000000,142238000000,139758000000,150635000000,153210000000,164139000000,165082000000,163467000000,161396000000
capitalLeaseObligations,,14884000000,15350000000,15996000000,17095000000,16495000000,16729000000,17490000000,18060000000,16930000000,16228000000,15807000000,15670000000,14085000000,12625000000,11595000000,11386000000,10771000000,10434000000,10081000000
longTermDebt,24965000000,25031000000,25066000000,25411000000,24820000000,24849000000,34486000000,33288000000,33174000000,33227000000,51762000000,51376000000,50553000000,50553000000,63435000000,63541000000,70542000000,69472000000,67472000000,67472000000
currentLongTermDebt,1371000000,1608000000,1636000000,2841000000,1305000000,1311000000,1154000000,155000000,1155000000,1156000000,1158000000,1000000000,1491000000,2681000000,4998000000,4247000000,2999000000,2000000000,3997000000,5995000000
longTermDebtNoncurrent,23495000000,23322000000,23329000000,22472000000,23414000000,23437000000,33128000000,32929000000,31816000000,31868000000,50279000000,50055000000,48744000000,47556000000,58053000000,58919000000,67150000000,67084000000,63092000000,61098000000
shortLongTermDebtTotal,24965000000,25031000000,25066000000,25411000000,24820000000,24849000000,34486000000,33288000000,33174000000,33227000000,51762000000,51376000000,50871000000,50553000000,63670000000,64641000000,71742000000,70572000000,68572000000,67638000000
otherCurrentLiabilities,23663000000,24588000000,26140000000,28961000000,32439000000,30791000000,33863000000,34327000000,44138000000,40939000000,41007000000,41546000000,51775000000,58141000000,56254000000,59974000000,62566000000,66382000000,78757000000,58812000000
otherNonCurrentLiabilities,17563000000,9400000000,10149000000,10925000000,12171000000,12518000000,14764000000,15974000000,17017000000,19418000000,21148000000,23945000000,23643000000,23971000000,23458000000,22259000000,21121000000,20931000000,21853000000,21707000000
totalShareholderEquity,43549000000,48410000000,53061000000,56508000000,62060000000,65272000000,73728000000,82775000000,93404000000,103320000000,114803000000,120564000000,138245000000,134001000000,131402000000,137489000000,146043000000,154526000000,168602000000,182973000000
treasuryStock,1837000000,1837000000,1837000000,1837000000,1837000000,1837000000,1837000000,1837000000,1837000000,1837000000,1837000000,1837000000,1837000000,4503000000,7837000000,7837000000,7837000000,7837000000,7837000000,7837000000
retainedEarnings,19625000000,23193000000,25818000000,27952000000,31220000000,33755000000,38998000000,45329000000,52551000000,60658000000,68436000000,71592000000,85915000000,82071000000,80043000000,82915000000,83193000000,86365000000,93115000000,102994000000
commonStock,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,106000000,5000000,107000000,107000000,108000000,108000000,108000000,108000000
commonStockSharesOutstanding,491000000,492000000,494000000,495000000,498000000,499000000,501000000,502000000,503000000,504000000,506000000,507000000,509000000,509000000,10183000000,10198000000,10242000000,10258000000,10313000000,10330000000
startPeriod,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30
endPeriod,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
stockHigh,101.66,91.19,98.22,101.79,95.07,109.3,139.8,177.61,174.81,171.7,177.7,188.65,188.11,171.4,168.39,146.57,123.0,114.0,131.49,145.86
stockLow,65.35,73.05,83.6,85.69,84.25,81.3,94.46,133.75,147.51,144.05,153.12,158.79,158.81,133.57,101.26,102.52,81.69,81.43,97.71,123.04
stockAverage,83.27,83.09,93.15,92.82,88.42,96.71,120.14,157.35,159.49,158.65,165.92,172.61,171.11,154.58,126.05,126.29,99.0,96.51,113.76,133.94
