,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Other Long-Term Assets,40.57,38.52,40.39,53.19,41.52,76.37,79.28,141.26,118.66,68.73,55.13,107.43,108.58,130.24,163.6,146.61,148,613.45,191.35,183.15,181,529,545,885,867,942,923,875,917,901,957,950,"1,059","1,103","1,118","1,059",824,854,886,896
Total Long-Term Assets,"2,964","2,958","3,092","7,881","9,657","10,875","12,334","12,316","13,867","13,470","13,773","14,200","14,437","15,006","15,186","16,665","16,416","15,514","15,263","14,903","14,280","15,289","11,474","11,390","11,569","8,602","9,459","9,562","9,668","9,547","10,092","8,989","10,496","9,509","9,569","9,653","9,563","7,574","7,209","7,156"
Total Assets,"10,444","10,814","11,600","15,184","14,771","16,842","17,027","16,615","17,421","18,335","19,687","20,034","19,839","21,994","23,458","25,789","25,451","25,019","25,296","24,370","22,687","22,366","21,494","21,446","21,402","17,862","20,912","22,145","21,874","23,655","23,881","23,341","23,641","22,384","24,493","22,063","25,361","25,206","26,558","25,635"
Accounts Payable,247.35,299.41,340.9,525.44,281.48,567.32,367.22,388.53,322.84,334.78,431.87,494.61,419.11,407.58,598.2,805.74,668,841.27,"1,054","1,175","1,134",934,"1,291","1,275","1,239",926,581,"1,114",735,570,"1,028","1,466","1,586","1,504","2,240","2,131","2,507","2,132","2,123","3,020"
Deferred Revenue,437.13,471.96,569.31,416.85,460.56,525.15,660.27,413.5,434.88,535.54,758.27,568.3,614.36,879.41,"1,186",827.36,980,"1,426","1,802","1,101","1,022","1,797","2,343","1,567","1,561",960,910,487,323,643,"1,896","1,086",906,"2,765","4,395","2,253","2,223","4,500","6,040","3,717"
Current Debt,151.93,97.71,41.32,37.78,37.15,0,0,0,0,0,0,960.98,967.73,974.54,899.48,899.8,711,941.66,948.19,0,0,968,975,982,988,995,973,979,985,"3,905","2,180","1,158","1,989","1,333","1,283","1,234",500,854,855,"1,913"
Other Current Liabilities,545.34,561.92,555.72,609.07,599.52,610.76,903.64,780.78,681.59,"1,117","1,020",882.08,857.47,986.68,"1,074","1,091","1,139","1,239","1,419","1,654","1,399","1,877","1,740","1,704","1,578","1,255","1,445","1,388","1,382","1,350","1,620","2,069","1,765","1,876","2,364","2,925","3,244","3,584","3,463","4,182"
Total Current Liabilities,"1,382","1,431","1,507","1,589","1,379","1,703","1,931","1,583","1,439","1,988","2,210","2,906","2,859","3,248","3,757","3,624","3,498","4,447","5,222","3,930","3,555","5,576","6,349","5,528","5,366","4,136","3,909","3,968","3,425","6,468","6,724","5,779","6,246","7,478","10,282","8,543","8,474","11,070","12,481","12,832"
Long-Term Debt,"1,751","1,757","1,766","3,888","3,824","5,304","5,400","5,421","6,158","6,321","7,255","6,382","6,199","7,309","7,580","8,736","8,813","8,042","7,810","8,704","8,649","8,107","8,181","7,978","8,102","7,995","11,050","11,230","11,395","10,261","10,305","10,171","9,288","8,784","8,513","8,236","12,537","11,811","13,731","12,403"
Other Long-Term Liabilities,393.87,411.49,502.01,973.33,"1,001","1,205","1,138","1,084","1,027",973.4,947.61,909.03,932.56,603.89,516.91,542.36,"1,876","1,842","1,745","1,785","1,698","1,768","1,657","1,989","2,001","1,896","1,954","2,034","2,161","2,162","2,048","1,846","1,929","1,749","1,696","1,614","1,568","1,251","1,011","1,025"
Total Long-Term Liabilities,"2,144","2,169","2,268","4,861","4,825","6,509","6,538","6,505","7,186","7,295","8,203","7,291","7,132","7,913","8,097","9,278","10,689","9,884","9,555","10,488","10,347","9,875","9,838","9,967","10,103","9,891","13,004","13,264","13,556","12,423","12,353","12,017","11,217","10,533","10,209","9,850","14,105","13,062","14,742","13,428"
Total Liabilities,"3,526","3,600","3,775","6,450","6,204","8,212","8,469","8,088","8,625","9,282","10,412","10,197","9,990","11,161","11,854","12,903","14,187","14,331","14,778","14,419","13,902","15,451","16,187","15,495","15,469","14,027","16,913","17,232","16,981","18,891","19,077","17,796","17,463","18,011","20,491","18,393","22,579","24,132","27,223","26,260"
Total Debt,"1,903","1,855","1,807","3,926","3,861","5,304","5,400","5,421","6,158","6,321","7,255","7,343","7,167","8,283","8,479","9,636","9,524","8,983","8,758","8,704","8,649","9,075","9,156","8,960","9,090","8,990","12,023","12,209","12,380","14,166","12,485","11,329","11,277","10,117","9,796","9,470","13,037","12,665","14,586","14,316"
Debt Growth,30.58%,26.87%,-21.27%,70.24%,102.96%,185.91%,198.83%,38.09%,59.49%,19.18%,34.36%,35.44%,16.37%,31.04%,16.87%,31.23%,32.89%,8.45%,3.29%,-9.67%,-9.19%,1.02%,4.54%,2.94%,5.10%,-0.94%,31.31%,36.26%,36.19%,57.58%,3.84%,-7.21%,-8.91%,-28.58%,-21.54%,-16.41%,15.61%,25.19%,48.90%,51.17%
Common Stock,"2,606","2,567","2,619","2,617","2,186","1,881","1,110",24.64,-641.25,-811.69,"-1,007.66","-1,172.72","-1,372.03","-1,508.83","-1,777.25","-2,290.06","-2,916","-4,395.77","-5,404.16","-7,535.04","-9,266","-12,048","-14,574","-15,845","-17,108","-18,357","-18,420","-18,344","-18,277","-18,309","-18,224","-18,218","-18,131","-19,227","-20,386","-22,245","-24,492","-26,466","-29,471","-31,948"
Retained Earnings,"4,219","4,550","5,126","6,189","6,641","6,974","7,491","8,688","9,192","9,566","10,147","10,653","11,327","12,073","12,793","14,513","13,939","14,976","15,953","17,721","18,367","19,132","20,111","22,061","23,232","22,530","22,652","23,453","23,288","23,233","23,066","23,835","24,453","23,783","24,640","26,306","27,541","27,807","29,097","31,608"
Comprehensive Income,84.73,92.75,78.34,-72.2,-259.9,-224.55,-43.12,-185.47,244.85,297.77,135.44,322.35,-134.68,247.06,573.92,653.67,238,56.41,-76.28,-233.81,-316,-169,-230,-265,-191,-342,-233,-196,-118,-160,-43,-72,-144,-183,-252,-391,-267,-267,-291,-285
Shareholders' Equity,"6,910","7,209","7,824","8,733","8,567","8,630","8,558","8,527","8,795","9,052","9,275","9,803","9,820","10,811","11,590","12,877","11,261","10,636","10,473","9,952","8,785","6,915","5,307","5,951","5,933","3,831","3,999","4,913","4,893","4,764","4,799","5,545","6,178","4,373","4,002","3,670","2,782","1,074",-665,-625
Net Cash / Debt,"4,861","4,871","5,373","2,312",430.33,-667.79,"-2,210.84","-2,367.66","-3,509.93","-2,937.57","-2,883.42","-2,963.52","-2,866.84","-2,912.98","-2,123.11","-2,382.55","-2,122","-2,120.68","-1,426","-1,572.73","-2,365","-4,760","-2,347","-1,521","-1,780","-1,801","-1,619","-1,012","-1,317","-1,515",-753,836,-125,432,"2,045",-333,-641,"1,834",656,-398
Net Cash / Debt Growth,30.21%,30.71%,46.90%,-46.06%,-91.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,324.54%,-67.92%,-
Net Cash Per Share,91.76,91.87,101.47,43.61,8.13,-12.74,-42.49,-46.31,-69.48,-58.60,-57.60,-59.30,-57.21,-58.23,-42.41,-47.68,-42.76,-43.10,-29.37,-32.94,-50.88,-104.76,-53.83,-35.51,-42.19,-43.83,-39.49,-24.63,-31.96,-36.98,-18.34,20.22,-3.02,10.56,50.29,-8.39,-16.57,48.28,17.75,-11.06
Working Capital,"6,099","6,425","7,002","5,715","3,735","4,264","2,762","2,716","2,114","2,877","3,705","2,928","2,543","3,740","4,516","5,500","5,537","5,057","4,811","5,538","4,852","1,501","3,671","4,528","4,467","5,124","7,544","8,615","8,781","7,640","7,065","8,573","6,899","5,397","4,642","3,867","7,324","6,562","6,868","5,647"
Book Value Per Share,133.84,138.24,149.32,166.65,163.97,166.25,165.89,168.68,176.87,182.40,186.97,198.35,199.11,219.77,235.89,262.90,231.35,219.99,217.93,210.54,190.47,153.64,122.70,140.39,142.25,93.23,97.72,120.02,119.50,116.27,116.89,135.02,150.42,106.86,98.79,92.76,72.24,28.55,-18.13,-17.57
